Compound,G_sol,DeltaG_sol,volume,sol_dip,Lsolu_Hsolv,Lsolv_Hsolu,O_charges,C_charges,Most_neg,Most_pos,Het_charges,MW,SASA,LogS
AAEVYOVXGOFMJO-UHFFFAOYSA-N,-27777.005,-159.4838,306.958,2.43681,12.398,13.719,0.0,-0.55761,-0.43814,0.28659,-1.6130799999999998,241.3536,504.51788330000005,-4.1
ABICJYZKIYUWEE-UHFFFAOYSA-N,-21869.7729,410.3836,162.73,4.79105,11.144,16.467,-1.7585400000000002,0.97986,-0.40816,0.536,-1.85518,173.0848,310.5214844,-2.28
ADIMAYPTOBDMTL-UHFFFAOYSA-N,-27989.3003,-704.8099,308.963,6.3769800000000005,11.646,14.088,-0.76555,-0.5827399999999999,-0.41001,0.32808000000000004,-1.3544200000000002,286.7171,483.7244263,-3.95
AEXMKKGTQYQZCS-UHFFFAOYSA-N,-19938.4902,1110.1138,160.798,0.108504,16.21,15.675,0.0,-1.23321,-0.2207,0.0811,0.0,100.2034,307.255127,-4.23
AFFLGGQVNFXPEV-UHFFFAOYSA-N,-23377.4412,73.3147,225.266,0.254911,13.775,14.761,0.0,-1.7585099999999998,-0.24138,0.1294,0.0,140.268,428.4981995,-5.51
AFOGBLYPWJJVAL-UHFFFAOYSA-N,-27728.592,108.323,289.732,7.31147,11.415,14.585,-2.40531,-1.3371,-0.96482,2.84222,-0.76673,256.319,494.6982117,-3.05
AFPHTEQTJZKQAQ-UHFFFAOYSA-N,-22933.0774,53.7753,174.622,7.787339999999999,11.106,15.168,-1.5500200000000002,-0.05081,-0.42335,0.5847,-0.96532,167.1208,326.756073,-1.71997
AFYCEAFSNDLKSX-UHFFFAOYSA-N,-26002.2803,-9.1396,284.253,9.24713,11.692,12.972,-0.6005,-1.00393,-0.40947,0.38965,-0.91027,231.2938,459.49435419999986,-4.001
AGAHNABIDCTLHW-UHFFFAOYSA-N,-32178.3277,347.1866,432.915,1.81724,11.782,13.952,-0.73831,-1.99161,-0.38102,0.30371,-1.1364,355.4513,645.319397,-4.3469999999999995
AGMMTXLNIQSRCG-UHFFFAOYSA-N,-27135.4016,184.012,294.375,10.5561,11.583,13.841,-2.4213,-0.75616,-0.98623,2.84422,-1.26006,289.7361,468.5610657,-3.29
AHJKRLASYNVKDZ-UHFFFAOYSA-N,-28175.8451,-93.5311,327.756,2.9378900000000003,12.299,14.197,0.0,-1.29749,-0.13214,0.17624,-0.29641,320.045,497.0978699,-7.199998
AIKKULXCBHRFOS-UHFFFAOYSA-N,-28652.9281,-401.5558,275.47700000000003,9.78016,9.475,15.396,-2.14281,0.26446,-1.26595,2.49285,-1.83469,257.2589,452.1102905,-2.0
AIVXUNRQBRKFJO-UHFFFAOYSA-N,-25540.3755,731.7266,239.811,4.71516,10.89,13.328,-2.29685,-1.7934599999999998,-1.02546,2.8535,0.51991,249.3172,399.8743896,-3.4939999999999998
AKUJBENLRBOFTD-UHFFFAOYSA-N,-34544.7276,708.6548,492.929,7.9028100000000014,12.095999999999998,14.626,-2.10452,-1.51779,-0.42525,0.33735,-2.2838,434.5037,654.8651123,-4.9
AMEKQAFGQBKLKX-UHFFFAOYSA-N,-28630.2,254.8051,287.073,8.86032,11.056,13.686,-2.5322,-1.96232,-0.97636,2.72319,-0.11044,267.29900000000004,464.45538330000005,-2.43
AMMPGYPPRLWMLW-UHFFFAOYSA-N,-23538.3732,61.6854,205.36900000000003,8.344710000000001,11.287,13.203,-1.04772,-0.60887,-0.41238,0.5844600000000001,-0.87564,182.1786,378.9792175,-3.2110000000000003
AMQJEAYHLZJPGS-UHFFFAOYSA-N,-19810.7186,-235.1728,133.446,1.8666,15.586,15.488,-0.40933,-0.71804,-0.40933,0.24298000000000006,-0.40933,88.1492,294.401123,-0.6
AMRQXHFXNZFDCH-UHFFFAOYSA-N,-28241.5628,-377.9334,283.361,2.76504,12.549,13.827,-1.17586,-0.35402,-0.4696,0.42834,-1.84569,236.27,484.9683228,-1.83
ANJTVLIZGCUXLD-UHFFFAOYSA-N,-22623.0778,11.5007,225.644,7.59773,12.282,13.402,-0.49439,-0.69762,-0.49439,0.33419,-1.00265,190.2444,372.1828003,0.36
APSMUYYLXZULMS-UHFFFAOYSA-N,-22127.2384,17.7353,190.141,2.1986,11.76,13.568,0.0,-1.10859,-0.17778,0.1617,0.03412,207.0693,342.4750671,-4.4
APTGDJCKNMNFID-UHFFFAOYSA-N,-26446.9395,851.1955,266.60900000000004,6.60772,11.027,14.125,-4.21036,-2.79209,-0.9713,2.8515900000000003,1.10481,283.3318,426.3872681,-1.5390000000000001
AQCHWTWZEMGIFD-UHFFFAOYSA-N,-30525.3625,192.0707,386.307,10.417,11.595,13.842,-2.39688,-1.31932,-0.98465,2.8438,-1.15024,365.8337,560.8483887,-3.78
AQIXAKUUQRKLND-UHFFFAOYSA-N,-28751.6558,-26.5563,308.903,4.21127,12.493,13.52,0.0,-0.6772600000000001,-0.41499,0.30443000000000003,-1.6483,252.3366,521.8492432,-1.40229
AQIXEPGDORPWBJ-UHFFFAOYSA-N,-19363.545,202.6553,134.061,1.88046,15.781,15.324000000000002,-0.39404,-0.78532,-0.39404,0.2351,-0.39404,88.1492,285.1423645,-0.24
ARCGXLSVLAOJQL-UHFFFAOYSA-N,-25530.0548,-219.5364,214.657,4.8799,11.154000000000002,15.091,-2.2091,0.78078,-0.42013,0.39998,-2.2091,210.1428,367.5466919,-0.397
ARGDYOIRHYLIMT-UHFFFAOYSA-N,-24724.0948,-48.2912,235.695,5.50128,10.155,14.703,-1.86228,-1.34533,-0.93122,2.83588,0.41962,240.1038,393.8843079,-3.509
ARSRBNBHOADGJU-UHFFFAOYSA-N,-26075.1626,176.2902,313.829,0.25287600000000005,11.396,12.835,0.0,-2.06518,-0.18769,0.15325999999999998,0.0,256.3464,471.78298949999987,-7.020001
ATROHALUCMTWTB-UHFFFAOYSA-N,-30770.6952,-118.0619,341.3730000000001,8.5707,10.934,14.626,-2.16752,-0.91069,-1.44816,2.80678,-0.84798,298.2959,555.7894287,-4.86
AUKRYONWZHRJRE-UHFFFAOYSA-N,-23642.4587,54.2643,230.24,1.8257,11.245,12.704,-0.32358000000000003,-1.29645,-0.32358000000000003,0.27599,-0.32358000000000003,194.2324,382.6009216,-4.73
AUNGANRZJHBGPY-UHFFFAOYSA-N,-34213.4524,-679.1053,411.622,13.2708,10.603,13.789,-2.32587,0.09292,-0.44191,0.4106,-3.20485,376.3682,598.2529907,-3.68
AUZONCFQVSMFAP-UHFFFAOYSA-N,-29429.2905,41.5673,350.636,3.54032,9.977,13.076,0.0,-1.2925799999999998,-0.5061899999999999,0.24716,-0.8537,296.5214,531.8052978999998,-4.71725
AVQQQNCBBIEMEU-UHFFFAOYSA-N,-20198.5054,116.1425,151.02200000000005,5.4374699999999985,13.977,13.726,-0.51422,0.12618,-0.51422,0.42824,-1.24634,116.1626,310.6023865,0.94
AVZVLGDSSQKRGL-UHFFFAOYSA-N,-26898.6298,-31.3598,290.595,1.37726,11.958,14.384,-1.41957,-0.19289,-0.4356100000000001,0.38185,-1.75827,249.2658,479.6381226,-1.7730000000000001
AWMVMTVKBNGEAK-UHFFFAOYSA-N,-21128.7095,-320.2699,153.533,2.44087,12.633,14.257,-0.2873,-0.87595,-0.2873,0.16174000000000002,-0.2873,120.1506,303.1288757,-1.6
AXGUBXVWZBFQGA-UHFFFAOYSA-N,-30854.2785,127.0964,378.289,2.3374,12.013,14.355,-1.0074,-1.16389,-0.39158,0.34815,-1.07857,339.2176,554.1115112000001,-4.53
AYFVYJQAPQTCCC-UHFFFAOYSA-N,-20552.8758,67.3402,142.881,4.0221300000000015,13.493,14.876,-1.147,0.09921,-0.4296,0.36174,-1.53364,119.12,283.2250671,-0.09
BACHBFVBHLGWSL-UHFFFAOYSA-N,-31219.1063,-144.2066,366.14,5.16372,12.130999999999998,13.889,-1.04909,-0.85577,-0.40198,0.33512,-1.09177,341.1902,582.737915,-3.82
BAPJBEWLBFYGME-UHFFFAOYSA-N,-18985.7015,-155.2727,111.471,1.62222,12.495,15.55,-0.7096399999999999,-0.0325,-0.42859,0.36513,-0.7096399999999999,86.0902,256.6029358,-0.22
BBEAQIROQSPTKN-UHFFFAOYSA-N,-22525.3901,185.4189,240.324,0.00370502,11.552,13.128,0.0,-1.51645,-0.13544,0.15279,0.0,202.255,387.6643066,-6.172998000000001
BBXXLROWFHWFQY-UHFFFAOYSA-N,-26080.7876,77.1545,271.151,6.683839999999999,12.352,13.31,-0.47134,-0.60063,-0.47134,0.37356,-1.46,209.2906,473.5541382,-3.02497
BCCOBQSFUDVTJQ-UHFFFAOYSA-N,-20646.0742,-9.5206,158.543,0.00670039,12.501,16.757,0.0,0.77715,-0.10237,0.19455,-0.7771600000000001,200.0312,279.024231,-3.92
BCMCBBGGLRIHSE-UHFFFAOYSA-N,-19732.7444,681.5325,135.63299999999998,1.74584,12.04,14.142,-0.10724000000000003,-0.53746,-0.25442,0.27005,-0.36166,119.1226,277.8566895,-1.16
BDERNNFJNOPAEC-UHFFFAOYSA-N,-17394.6724,139.96200000000002,90.1907,1.86365,15.653,15.488,-0.40965,-0.39015,-0.40965,0.24281,-0.40965,60.0956,231.9210052,0.62
BFCFYVKQTRLZHA-UHFFFAOYSA-N,-21062.3401,-19.7013,157.339,7.55161,11.126,14.775,-0.7923100000000001,-0.49996,-0.4041,0.58191,-0.19867,157.5561,303.1655273,-2.55
BFPYWIDHMRZLRN-UHFFFAOYSA-N,-28153.7284,216.4792,367.7,3.70674,12.638,13.878,-0.70557,-2.1619900000000003,-0.36802,0.26691,-0.70557,296.4084,515.0608521,-4.3
BGHCVCJVXZWKCC-UHFFFAOYSA-N,-27583.9807,139.4741,317.518,0.00274009,15.973,15.344,0.0,-2.41533,-0.21675,0.08241,0.0,198.391,561.4718627999998,-7.959992
BGNCCUHEGHNNAP-UHFFFAOYSA-N,-26609.4659,1160.0979,259.282,5.1432400000000005,10.895,14.331,-4.13951,-2.67753,-1.01116,2.85255,1.3042,281.316,422.8489685,-3.0180000000000002
BKIMMITUMNQMOS-UHFFFAOYSA-N,-22556.2802,-72.5559,209.189,0.0159251,16.072,15.541,0.0,-1.59179,-0.21672,0.08232,0.0,128.257,402.8521729,-5.88
BMLIZLVNXIYGCK-UHFFFAOYSA-N,-23610.7076,270.4063,223.796,6.83657,12.401,13.61,-0.48771,-0.26682,-0.48771,0.42635,-1.22421,198.6517,399.4962158,-2.91256
BNUHAJGCKIQFGE-UHFFFAOYSA-N,-21863.6284,-102.2526,170.033,7.46475,11.285,14.418,-1.04659,-0.5493899999999999,-0.40957,0.5864199999999999,-0.46017,153.1372,327.4183043999999,-2.41
BOCJQSFSGAZAPQ-UHFFFAOYSA-N,-24617.8132,55.4682,253.189,2.24039,10.944,14.634,-0.63758,-0.50718,-0.32511,0.33857,-0.64131,242.6611,405.4375916,-5.54
BOJWTAQWPVBIPG-UHFFFAOYSA-N,-23803.0589,-276.7182,183.338,8.21555,10.948,15.057,-1.5333,0.15237,-0.42138,0.58922,-1.02325,185.1113,333.4155579,-1.579
BRBKOPJOKNSWSG-UHFFFAOYSA-N,-25110.5645,-20.4103,226.808,4.39419,11.892,13.428,-2.02578,-0.71728,-1.01295,2.7863,-1.43313,214.2416,398.3703003,-1.9849700000000001
BRLQWZUYTZBJKN-UHFFFAOYSA-N,-18575.9254,197.9074,105.942,3.27184,13.363,15.834,-0.28837,-0.27467,-0.28837,0.16261,-0.4428,92.5249,240.68678280000003,-0.15
BRPOVUNVTUCYNN-UHFFFAOYSA-N,-32534.1938,-711.477,390.899,11.6977,11.636,13.594,-1.16252,-0.87623,-0.45488,0.42699,-1.93646,345.3727,566.1650391,-3.912
BRUZQRBVNRKLJG-UHFFFAOYSA-N,-20941.5553,192.1042,153.947,2.93311,13.79,15.393,-0.79775,-0.10884,-0.50941,0.42399,-1.19889,117.1474,311.8646545,-0.3
BTANRVKWQNVYAZ-UHFFFAOYSA-N,-18249.3232,276.8281,112.592,1.93266,15.767,15.487,-0.39852,-0.62667,-0.39852,0.23697,-0.39852,74.1224,255.5167847,0.43
BTJIUGUIPKRLHP-UHFFFAOYSA-N,-21091.796,-156.4847,149.416,6.40275,11.187,14.868,-1.1407,-0.42575,-0.40499,0.58354,-0.55716,139.1104,295.6150818,-0.74
BUNFNRVLMKHKIT-UHFFFAOYSA-N,-22985.4145,-172.7622,197.311,3.99326,11.193,14.254,-1.24453,-0.3401,-0.4376,0.58506,-0.97944,180.1628,358.5602417,-1.91
BWXSXZAIQQSFPW-UHFFFAOYSA-N,-25846.015,109.8587,268.143,8.66571,10.953,15.243,-1.36506,-0.72752,-0.39488,0.58485,-0.7802100000000001,235.239,431.7964783,-3.656
BXNJHAXVSOCGBA-UHFFFAOYSA-N,-24728.729,-79.8837,250.248,3.34051,11.981,13.27,-0.24111,-1.03177,-0.25284,0.28129,-0.65177,212.2506,424.22491460000015,-4.48
BXWNKGSJHAJOGX-UHFFFAOYSA-N,-30779.4167,1.6322,371.32,1.84916,15.561,15.339,-0.40931,-2.52985,-0.40931,0.24303,-0.40931,242.444,640.3154297,-7.260000999999999
BYEVBITUADOIGY-UHFFFAOYSA-N,-26873.1408,134.5824,266.363,2.01496,13.581,15.722,-0.71314,-1.26188,-0.4261,0.3348,-0.71314,186.2936,476.4190369,-3.8
BZHMBWZPUJHVEE-UHFFFAOYSA-N,-20213.7848,-39.2224,164.93099999999995,0.0164611,16.219,15.636,0.0,-1.24326,-0.21265,0.09301,0.0,100.2034,318.7668762,-4.26
BZKPWHYZMXOIDC-UHFFFAOYSA-N,-24607.4142,874.632,210.383,7.13095,11.181,14.734000000000002,-2.32745,-0.96636,-0.97132,2.8658200000000003,-0.23057,222.2364,381.27771,-2.43058
BZLVMXJERCGZMT-UHFFFAOYSA-N,-18476.1926,-9.2489,133.77,1.88473,15.159,15.127,-0.32337,-0.69817,-0.32337,0.10356,-0.32337,88.1492,275.2158203,-0.24
BZTYNSQSZHARAZ-UHFFFAOYSA-N,-25886.0637,931.9195,266.599,1.66545,11.772,13.945,0.0,-1.05847,-0.13,0.17115,-0.08375,257.5463,431.11480710000006,-6.21
CAQHPYSDQFDJAL-UHFFFAOYSA-N,-22178.6571,-27.1134,193.525,5.41637,11.012,14.052,-0.62817,-0.60725,-0.3312,0.29983000000000004,-0.6235,173.1708,346.1882019,-2.937
CBFCDTFDPHXCNY-UHFFFAOYSA-N,-33054.9966,119.0204,446.266,0.00176903,15.927,15.246,0.0,-3.4037300000000004,-0.21684,0.08244,0.0,282.5518,751.9406127999998,-8.169989
CCGPUGMWYLICGL-UHFFFAOYSA-N,-27502.1294,102.1149,310.759,6.83781,12.142,13.799,-0.48736,-0.64258,-0.48736,0.4273,-1.21525,275.1772,504.134613,-4.77
CDAWCLOXVUBKRW-UHFFFAOYSA-N,-19699.2824,145.8656,132.80700000000002,2.32807,12.702,13.021,-0.3289,-0.56924,-0.42023,0.25709,-0.7491300000000001,109.1274,276.9963989,-0.72
CDOZDBSBBXSXLB-UHFFFAOYSA-N,-28383.5785,211.2481,386.214,2.65619,12.205,12.417,0.0,-2.3732900000000003,-0.27364,0.24356,-0.29228000000000004,312.472,544.8123168999998,-2.145
CDVNZMKTJIBBBV-UHFFFAOYSA-N,-24405.1668,-102.2682,223.067,5.3485,10.752,15.504,-2.27014,-0.00821,-0.40381,0.59015,-1.09091,226.1452,386.506012,-2.6
CEOCDNVZRAIOQZ-UHFFFAOYSA-N,-23170.3093,-36.1608,216.79,1.37466,11.495,14.601,0.0,-0.29747,-0.08902,0.19111,0.10635,250.3389,348.6462708,-5.654971
CERQOIWHTDAKMF-UHFFFAOYSA-N,-18602.1437,-84.9827,109.787,2.15212,12.494000000000002,15.074000000000002,-0.7749699999999999,-0.07676000000000001,-0.4395,0.39156,-0.7749699999999999,86.0902,245.2653961,0.01
CFBYEGUGFPZCNF-UHFFFAOYSA-N,-21516.4666,72.0576,168.59900000000005,8.44027,11.305,14.288,-1.02396,-0.55887,-0.41663,0.58836,-0.4356,153.1372,325.3274231000001,-1.96
CGBCCZZJVKUAMX-UHFFFAOYSA-N,-32740.2741,35.5352,467.337,9.08791,11.633,14.253,-1.38277,-1.70165,-0.42226,0.32735,-1.40217,402.9169,595.6069336,-4.95
CHMBIJAOCISYEW-UHFFFAOYSA-N,-22070.974,177.5258,182.118,3.96094,12.796,12.765,-0.45407,-0.49694,-0.45407,0.32342,-1.19356,150.1798,350.076355,-0.98
CHNUNORXWHYHNE-UHFFFAOYSA-N,-30467.0588,30.5225,386.826,4.75589,11.71,13.991,-0.74902,-0.80087,-0.37989,0.39167,-1.07749,345.2248,590.1415405,-5.69
CHNXZKVNWQUJIB-UHFFFAOYSA-N,-28292.5134,467.8593,396.956,5.36604,12.489,14.409,-0.75058,-2.26333,-0.38274,0.30168,-0.75058,312.451,527.2573853,-5.66
CHVJITGCYZJHLR-UHFFFAOYSA-N,-19041.9103,19.8326,128.32299999999998,0.267703,12.698,13.753,0.0,-1.00646,-0.158,0.13687,0.0,92.1402,269.8972168,-2.15
CIWBSHSKHKDKBQ-JLAZNSOCSA-N,-25588.1219,-1546.9642,182.463,3.11116,12.06,13.973,-1.87988,0.29296,-0.3975,0.36187,-1.87988,176.1256,339.4249268000001,0.23937399999999998
CIWBSHSKHKDKBQ-UHFFFAOYSA-N,-25582.9413,-1538.871,182.454,3.11386,12.06,13.973,-1.87988,0.2928,-0.3975,0.36188,-1.87988,176.1256,339.2073364,-0.805
CJHXCRMKMMBYJQ-UHFFFAOYSA-N,-26190.634,192.2454,274.022,2.03643,12.387,13.380999999999998,-0.30973,-0.62415,-0.35323000000000004,0.2917,-1.28419,209.2906,453.3644409,-2.24
CKRZKMFTZCFYGB-UHFFFAOYSA-N,-19781.3287,-217.6064,132.852,2.90398,12.829,12.967,-0.25432,-0.70709,-0.29235,0.27576,-0.54667,109.1274,281.63989260000005,-0.74
CMSMOCZEIVJLDB-UHFFFAOYSA-N,-26899.7794,121.4654,278.462,7.39265,12.476,15.199000000000002,-1.91562,-0.72442,-1.1575799999999998,2.58949,-1.20604,261.0875,443.2096558,-0.815
CMVQZRLQEOAYSW-UHFFFAOYSA-N,-22726.0528,255.5269,179.53599999999997,6.91342,10.99,14.775,-0.7791600000000001,-0.39532,-0.39578,0.58329,-0.15446,192.0012,324.2919312,-3.48
CNGDZXAWOIPFFX-UHFFFAOYSA-N,-28039.7177,862.17,308.901,3.83762,11.531,13.966,-2.54839,-1.85642,-1.0328700000000002,2.85439,0.005529999999999999,297.3432,501.5142517,-4.473
COLNVLDHVKWLRT-UHFFFAOYSA-N,-22729.9173,-78.8628,202.973,3.21845,12.666,14.255999999999998,-0.76046,-0.60046,-0.42332,0.35411,-1.15364,165.1914,356.9197998,-0.74473
CPGPAVAKSZHMBP-UHFFFAOYSA-N,-23063.36,-41.7522,238.349,0.409244,11.304,12.711,0.0,-1.62211,-0.18872,0.15586,0.0,192.2598,395.0820618,-5.89
CPNGPNLZQNNVQM-UHFFFAOYSA-N,-19796.4768,109.7671,143.64700000000005,3.39352,11.004,14.616,0.0,-0.03973,-0.25648000000000004,0.22451,-0.79668,132.1244,281.3888855,0.02
CQRYARSYNCAZFO-UHFFFAOYSA-N,-20643.57,360.6679,149.377,1.97948,12.592,14.11,-0.73497,-0.55555,-0.40114,0.26807,-0.73497,124.139,297.1837769,-0.29
CSHWQDPOILHKBI-UHFFFAOYSA-N,-25633.874,-462.8734,292.069,0.00503686,11.002,12.602,0.0,-1.81526,-0.13427999999999998,0.15256,0.0,252.3148,442.4205322,-8.794931
CTJMNBROBOZHAP-UHFFFAOYSA-N,-30314.9908,-670.2914,350.264,10.6648,11.544,13.617,-1.15796,-0.52613,-0.45469,0.42742,-1.95896,317.3191,527.6193237,-5.324
CULUWZNBISUWAS-UHFFFAOYSA-N,-26647.4486,1066.0705,293.868,10.6842,11.171,14.435,-1.17746,-0.8206100000000001,-0.4424300000000001,0.6221899999999999,-1.15845,260.2518,472.7465515,-2.81
CVQODEWAPZVVBU-UHFFFAOYSA-N,-24725.8948,91.3761,223.789,2.2956,12.326,14.244000000000002,-0.7044100000000001,-0.49705,-0.48183,0.41918,-1.06652,179.2182,414.4380188,-2.58
CVRALZAYCYJELZ-UHFFFAOYSA-N,-31917.1276,625.5631,372.206,10.3044,10.621,14.621,-1.35053,-1.61536,-1.39189,2.73508,0.12316,412.0646,541.399231,-5.66
CVUGPAFCQJIYDT-UHFFFAOYSA-N,-28578.7003,69.3329,345.944,2.3208900000000003,11.578,14.331,0.0,-1.24154,-0.1342,0.17131,-0.20962,354.4901,499.493042,-6.62
CWJSHJJYOPWUGX-UHFFFAOYSA-N,-25381.6051,-22.4968,241.129,2.7923,12.361,13.96,-0.75547,-0.5070100000000001,-0.47371,0.42915,-1.09353,213.6633,431.9839172,-3.3849699999999996
CWRYPZZKDGJXCA-UHFFFAOYSA-N,-21672.4559,-425.3343,192.121,0.652595,11.943,13.236,0.0,-1.30647,-0.13397,0.14968,0.0,154.211,347.111145,-4.54
CXOFVDLJLONNDW-UHFFFAOYSA-N,-26430.8103,-54.3388,282.881,3.6668,12.379,14.382,-0.8031,-0.57903,-0.45327,0.42885,-1.52439,252.272,458.2911377,-4.10651
CXWXQJXEFPUFDZ-UHFFFAOYSA-N,-21010.1349,-386.7713,175.715,0.5288609999999999,12.831,14.026,0.0,-1.30122,-0.16264,0.14182999999999998,0.0,132.2048,328.6447144,-4.37
CYFLXLSBHQBMFT-UHFFFAOYSA-N,-27848.3384,-219.5162,289.684,7.71972,11.4,13.446,-2.01485,-1.44279,-0.96291,2.84866,-0.57957,267.302,482.2610779,-2.44
CZGCEKJOLUNIFY-UHFFFAOYSA-N,-20921.8886,-155.7735,161.39600000000004,5.07064,11.074000000000002,14.966,-0.79896,-0.49054,-0.39952,0.5827399999999999,-0.22675,157.5561,305.4895935,-2.92
CZMRCDWAGMRECN-UGDNZRGBSA-N,-32425.6542,584.6992,365.835,3.42371,14.469,14.866,-3.80725,0.37203,-0.39236,0.25313,-3.80725,342.2992,493.2972412,0.79
CZPWVGJYEJSRLH-UHFFFAOYSA-N,-17126.5626,-73.6159,97.6588,2.69658,12.326,14.973,0.0,-0.22134,-0.26696,0.21158,-0.53286,80.089,226.633606,1.1
DBABZHXKTCFAPX-UHFFFAOYSA-N,-29254.7994,-102.9445,335.582,5.07285,11.33,14.741,-2.69073,-1.51607,-0.97083,2.82173,-0.70111,285.3574,490.5489502,-4.021
DBPWSSGDRRHUNT-UHFFFAOYSA-N,-30170.4527,-222.4212,409.104,4.8887,12.533,14.394,-1.09041,-2.06578,-0.37754,0.30197,-1.09041,330.4662,532.7588501,-4.71
DCAYPVUWAIABOU-UHFFFAOYSA-N,-29571.5374,-30.6505,360.802,0.00286861,15.953,15.300999999999998,0.0,-2.74475,-0.21672,0.08244,0.0,226.4446,625.7022705,-8.400008
DCUJJWWUNKIJPH-UHFFFAOYSA-N,-23233.6485,48.7254,212.83900000000003,4.77425,11.576,14.878,0.0,-0.26292,-0.16997,0.17861,-0.26657,230.9084,357.5361938000001,-3.76
DDUHZTYCFQRHIY-UHFFFAOYSA-N,-32058.6594,-451.3418,380.038,8.77628,11.515999999999998,14.067,-1.47597,-0.52345,-0.38264,0.31336,-1.48741,352.7707,570.1123657,-4.65446
DEKWZWCFHUABHE-UHFFFAOYSA-N,-31712.0715,-683.6412,372.577,10.1114,11.564,13.851,-1.19158,-1.04374,-0.395,0.41324,-1.2386,342.7781,561.8047485000002,-5.84
DEWLEGDTCGBNGU-UHFFFAOYSA-N,-20834.1749,-181.2678,138.155,4.15723,13.185,15.649,-0.38063,-0.25474,-0.38063,0.24608,-0.67975,128.9858,271.3773193,-0.11
DFBKLUNHFCTMDC-PICURKEMSA-N,-26733.1223,-29.1516,341.431,2.12662,11.935,14.837,-0.25225,-0.90056,-0.25225,0.17672000000000002,-0.29383000000000004,380.9126,449.0848389,-6.29
DFCAFRGABIXSDS-UHFFFAOYSA-N,-26906.4646,-5.6609,277.411,2.41606,12.390999999999998,13.921,-0.42698,-1.29044,-0.42698,0.22351,-0.70701,215.353,442.8586121,-3.4
DFOXKPDFWGNLJU-UHFFFAOYSA-N,-19626.8466,230.8928,153.189,2.01843,15.753,15.308,-0.39638,-0.93256,-0.39638,0.23536,-0.39638,102.176,291.6720581,-0.62
DFPAKSUCGFBDDF-UHFFFAOYSA-N,-20344.4278,-73.2061,141.08,2.2483,11.916,14.867,-0.46441,-0.09478,-0.46441,0.37281,-1.09726,122.1262,288.7565308,0.61
DFXQXFGFOLXAPO-UHFFFAOYSA-N,-23938.0434,69.0953,195.122,8.03246,10.933,15.03,-1.52772,0.04649,-0.41956,0.58511,-0.91279,201.5659,347.6925964,-2.66815
DHKHKXVYLBGOIT-UHFFFAOYSA-N,-21262.1641,212.3505,165.285,2.98576,14.796,15.289,-0.67311,-0.57185,-0.337,0.14570999999999998,-0.67311,118.1754,344.4158325,-0.43
DHMQDGOQFOQNFH-UHFFFAOYSA-N,-17698.6069,-130.4117,88.2046,3.35201,13.558,14.638,-0.77268,0.27468000000000004,-0.43042,0.34817,-1.17318,75.067,221.2525482,0.521792
DHXVGJBLRPWPCS-UHFFFAOYSA-N,-18441.0101,-14.4358,118.125,1.89142,15.259,15.052,-0.32675,-0.60465,-0.32675,0.11327,-0.32675,86.1334,258.708252,-0.03
DJHHDLMTUOLVHY-UHFFFAOYSA-N,-26202.4807,-30.4086,292.4770000000001,3.5686400000000003,11.4,13.555,-0.27206,-0.50532,-0.13633,0.166,-0.15084,321.9744,448.1057434,-8.770062
DJPZSBANTAQNFN-UHFFFAOYSA-N,-29438.1766,434.0455,416.699,4.46039,12.313,14.493,-1.09183,-1.9285,-0.43746,0.33144,-1.09183,330.4662,554.5235596,-5.18
DKMROQRQHGEIOW-UHFFFAOYSA-N,-26280.2322,-437.4156,216.013,0.00184458,13.484000000000002,16.090999999999998,-1.40984,-0.10241,-0.42269,0.33992,-1.40984,174.1962,403.8544312,-0.9590000000000001
DLFVBJFMPXGRIB-UHFFFAOYSA-N,-16825.3609,40.5433,77.2092,4.70289,13.98,15.236,-0.48574,0.07513,-0.48574,0.32521,-0.89965,59.0676,209.3953094,1.58
DLKQHBOKULLWDQ-UHFFFAOYSA-N,-22145.3084,3.2495,188.762,1.99166,11.703,13.559,0.0,-1.11177,-0.1778,0.15637,0.04232,207.0693,336.5732727,-4.35
DLVAUVPZQHGFJC-UHFFFAOYSA-N,-27599.1958,68.656,292.564,4.75628,11.959,14.524,-1.56201,0.17912,-0.46037,0.38171,-2.29425,250.2536,467.513855,-0.9179999999999999
DMDGGSIALPNSEE-UHFFFAOYSA-N,-28476.1542,-123.5157,287.738,11.0037,11.397,14.027,-3.87593,-0.89251,-0.97452,2.82696,-0.82535,331.2841,453.0450439,-3.02
DMEGYFMYUHOHGS-UHFFFAOYSA-N,-18558.6782,-6.7185,145.711,0.00518013,16.144000000000002,15.519,0.0,-1.12139,-0.16122,0.087,0.0,98.1876,290.4169312,-3.52
DNJIEGIFACGWOD-UHFFFAOYSA-N,-16723.5715,-103.5769,85.6188,2.49051,13.138,13.796,0.0,-0.41598,-0.20874,0.1113,-0.18029,62.1294,217.2097015,-0.6
DOFZAZXDOSGAJZ-UHFFFAOYSA-N,-31587.6827,-63.3544,327.189,9.66561,9.484,13.618,-1.38858,-1.2416200000000002,-1.27271,2.50986,-0.85506,274.3907,535.8725586,-4.23
DOIRQSBPFJWKBE-UHFFFAOYSA-N,-31088.088,45.8613,351.537,3.70944,11.661,14.874,-1.32855,-0.92358,-0.39444,0.38086,-1.32855,278.3474,579.3273926,-4.33587
