Compound,G_sol,DeltaG_sol,volume,sol_dip,Lsolu_Hsolv,Lsolv_Hsolu,O_charges,C_charges,Most_neg,Most_pos,Het_charges,MW,SASA,LogS
LQLIEICEYDIWLO-UHFFFAOYSA-N,-27725.5723,232.176,330.612,3.50495,12.755,14.18,-1.14332,-1.10491,-0.45345,0.29998,-1.5017,263.3358,515.0195313,-2.12
LQZZUXJYWNFBMV-UHFFFAOYSA-N,-26878.9794,-36.5865,284.689,1.8486,15.562,15.472,-0.40927,-1.87095,-0.40927,0.24303,-0.40927,186.3368,514.579834,-4.67
LRQUYRADZABVMX-UHFFFAOYSA-N,-28521.1167,817.3198,312.2,8.96976,11.202,14.457,-4.20341,-2.9818,-1.02074,2.85719,1.1452,319.3648,490.9535522,-2.719
LRUUNMYPIBZBQH-UHFFFAOYSA-N,-25630.5635,-36.9211,252.077,1.50007,11.719,14.132,-0.81406,0.42054,-0.39152,0.40685,-1.30454,261.064,419.3155518,-2.82
LSPHULWDVZXLIL-UHFFFAOYSA-N,-24322.701,-69.9808,240.037,4.15088,13.492,15.844,-1.5313,-0.43249,-0.43077,0.36447,-1.5313,200.234,368.2471619,-1.42
LSXKDWGTSHCFPP-UHFFFAOYSA-N,-23098.2592,-66.6748,194.394,2.25081,13.073,15.43,0.0,-1.24385,-0.2168,0.12745,-0.10129,179.0995,374.1331787,-4.43
LTEQMZWBSYACLV-UHFFFAOYSA-N,-23445.496,46.2496,236.878,0.321754,12.815,14.162,0.0,-1.78649,-0.21681,0.14312,0.0,162.2742,431.4335632,-5.21
LUALIOATIOESLM-UHFFFAOYSA-N,-31166.3527,-112.2833,434.654,6.41629,11.662,12.556,-0.40097,-2.01384,-0.40097,0.2697,-0.78427,365.4922,610.4122925,-3.98
LUKBXSAWLPMMSZ-OWOJBTEDSA-N,-27055.9813,-175.7554,266.13,1.71957,11.691,13.304,-1.00427,-1.20289,-0.33688,0.2725,-1.00427,228.247,455.6004639,-4.34008
LVHBHZANLOWSRM-UHFFFAOYSA-N,-21408.8958,-128.7768,147.97299999999996,3.59141,12.367,15.399,-1.54125,0.37265,-0.43592,0.39632,-1.54125,130.1,289.5830994,-0.224117
LWLJUMBEZJHXHV-UHFFFAOYSA-N,-30799.1255,18.007,388.419,0.6877310000000001,10.861,14.482,0.0,-0.44708,-0.11604,0.07597999999999999,0.44709,474.64,491.0958557,-7.279998
LWULXYSYLOIDQY-UHFFFAOYSA-N,-28675.4506,-18.1481,336.5440000000001,7.23765,10.728,15.119000000000002,-2.05751,-0.8501299999999999,-0.38274,0.5822,-0.9082,296.2792,488.0612183,-4.47
LXMSZDCAJNLERA-ZHYRCANASA-N,-33074.12,124.4798,491.582,2.45713,12.345,14.123,-1.3625,-2.26247,-0.38347,0.34728000000000003,-1.265,416.5744,621.0525512999999,-1.77
LYCAIKOWRPUZTN-UHFFFAOYSA-N,-16777.1702,151.4093,79.7311,2.695,15.605,15.537,-0.80816,-0.00824,-0.40413,0.24307,-0.80816,62.0682,212.9897308,0.08
LYGJENNIWJXYER-UHFFFAOYSA-N,-16219.6034,0.8715,68.8081,5.2372,11.992,16.831,-0.8362200000000001,-0.18445,-0.41812,0.54543,-0.29079,61.0402,194.7361908,0.26
MAEIEVLCKWDQJH-UHFFFAOYSA-N,-33540.2212,142.7047,403.878,9.77883,11.324000000000002,13.35,-2.87114,-1.6476400000000002,-0.9729,2.83542,-1.3208,364.4154,616.4642334,-4.118
MAZCFXDIYXGRAD-UHFFFAOYSA-N,-27007.197,1566.9168,264.732,4.9869,11.07,14.202,-4.21739,-2.77865,-0.97091,2.85145,1.09645,283.3318,430.73800660000006,-1.65
MBAIEZXRGAOPKH-UHFFFAOYSA-N,-23703.4845,-198.6,257.266,0.00519325,11.941,13.102,0.0,-1.74186,-0.15972999999999998,0.14438,0.0,208.3024,417.2818298,-5.96
MBDMKWJEKDHRRP-UHFFFAOYSA-N,-34592.7604,-88.7666,422.893,8.08553,11.401,14.464,-3.15682,-0.36283,-0.95644,2.84844,-1.7516,414.8197,591.0168457000002,-4.58
MBDUIEKYVPVZJH-UHFFFAOYSA-N,-20302.0944,-85.6988,147.484,4.94646,11.204,15.898,-1.93611,-1.87777,-0.96828,2.61001,0.6739,122.1818,298.9619751,0.04
MBRLOUHOWLUMFF-UHFFFAOYSA-N,-27169.0569,-129.7164,298.605,8.17885,11.59,13.688,-0.79333,-1.06541,-0.39654,0.38476,-0.79333,244.2896,480.2110596,-4.31
MCOQHIWZJUDQIC-UHFFFAOYSA-N,-27914.2738,79.4194,272.714,5.53559,12.3,13.995,-0.7532399999999999,-0.2602,-0.4711,0.43477,-1.22926,258.1036,482.61309810000006,-4.37
MCSAJNNLRCFZED-UHFFFAOYSA-N,-17386.9232,-14.903,89.6292,5.41087,11.976,16.738,-0.82885,-0.36191,-0.41506,0.5392600000000001,-0.28959,75.067,225.0167236,-0.22
MCWXGJITAZMZEV-UHFFFAOYSA-N,-27353.6965,235.4629,250.535,13.6588,9.564,14.835,-1.80034,-0.01917,-1.2776,2.50742,-1.55432,229.2485,418.383606,-0.74
METKIMKYRPQLGS-UHFFFAOYSA-N,-29452.8129,97.922,336.833,6.5002900000000015,12.722,13.711,-1.08769,-1.04643,-0.46749,0.32852,-1.83825,266.3394,559.5146484,0.04
MFOUDYKPLGXPGO-UHFFFAOYSA-N,-24734.1866,104.6305,257.841,6.41597,12.58,14.380999999999998,-0.42929,-0.8705799999999999,-0.42929,0.32559,-0.83394,211.6907,415.09021,-2.48
MGWAVDBGNNKXQV-UHFFFAOYSA-N,-30620.89,248.2206,355.246,3.81744,11.671,14.867,-1.32062,-0.90763,-0.39571,0.37968,-1.32062,278.3474,528.6466675,-4.6841800000000005
MHWLWQUZZRMNGJ-UHFFFAOYSA-N,-26803.3121,-234.3261,262.407,7.23648,11.74,13.772,-1.16741,-0.13872,-0.45684,0.42776,-1.54355,232.2384,430.7677612,-3.5521199999999995
MLKXDPUZXIRXEP-RQZCQDPDSA-N,-33298.0644,-10.9242,404.481,5.38475,11.162,13.459,-1.66031,-2.28149,-0.8931,1.547,-0.23234,356.4109,595.541626,-2.3777
MLUCVPSAIODCQM-UHFFFAOYSA-N,-18068.2014,-65.3393,99.7327,4.41451,12.385,14.93,-0.38256,-0.32301,-0.38256,0.25341,-0.38256,70.0908,242.0624695,0.32
MOCKWYUCPREFCZ-UHFFFAOYSA-N,-22256.7245,307.3244,174.043,5.26548,12.688,13.581,-0.49579,-0.2344,-0.49579,0.4297,-1.4312,151.1676,343.3278198000001,-2.33
MORLYCDUFHDZKO-UHFFFAOYSA-N,-26267.75,-115.5182,239.895,6.41862,12.304,14.572,-2.71695,-1.84918,-1.15449,2.66373,-0.05322,214.1573,392.6046753,-3.0780000000000003
MOYKHGMNXAOIAT-UHFFFAOYSA-N,-24480.1611,-113.3552,229.806,5.98192,11.405,15.769,-2.27961,-0.15587,-0.36465,0.6280899999999999,-1.0235299999999998,236.1378,388.528595,-2.63
MPHPHYZQRGLTBO-UHFFFAOYSA-N,-29097.8121,-19.1279,355.392,7.18457,11.966,10.822,-0.47463,-1.5739,-0.33597,0.29306,-0.96908,302.3754,540.2636719,-3.54
MQIUGAXCHLFZKX-UHFFFAOYSA-N,-38537.7836,225.4387,523.99,3.69592,11.661,14.874,-1.3283,-2.24092,-0.39434,0.38089,-1.3283,390.5618,836.0983887,-5.11
MQJKPEGWNLWLTK-UHFFFAOYSA-N,-25837.8007,156.4243,276.027,8.85585,11.635,13.376,-1.96289,-2.25861,-0.98151,2.81446,0.04842,248.299,450.8642578,-2.92725
MSMHOCZOEWMZOH-UHFFFAOYSA-N,-30347.5255,-210.8561,324.003,1.13924,11.964,14.663,-2.29,0.07313,-0.43699,0.38157,-2.64239,283.2804,494.16864010000006,-1.268
MSXVEPNJUHWQHW-UHFFFAOYSA-N,-18916.3461,38.3738,133.694,1.86906,15.65,15.377,-0.39247,-0.768,-0.39247,0.23554,-0.39247,88.1492,275.27270510000005,0.08
MTBZIGHNGSTDJV-UHFFFAOYSA-N,-30088.3612,374.6893,324.355,11.3812,10.611,14.923,-2.09891,-0.16964,-1.39018,2.79848,-1.49292,299.2807,512.6303711,-3.35
MTCPZNVSDFCBBE-UHFFFAOYSA-N,-28564.6598,-284.9594,315.682,1.90314,11.832,14.470999999999998,0.0,-0.80423,-0.12286,0.17786,-0.0499,326.4365,453.7156677,-7.32
MUBZPKHOEPUJKR-UHFFFAOYSA-N,-18753.4138,-582.4341,89.3494,0.00637006,12.08,16.371,-1.36747,0.73943,-0.37398,0.36972,-1.36747,90.0354,214.8625793,0.38
MUKSMBAVCDPKRC-UHFFFAOYSA-N,-26154.4971,68.7598,288.023,5.15287,11.761,13.343,-0.60351,-0.49332,-0.4339,0.37911,-1.4554,255.2756,465.3400879,-3.04
MVPPADPHJFYWMZ-UHFFFAOYSA-N,-18657.0923,-50.4401,128.422,1.9259,12.498,14.352,0.0,-0.71862,-0.13197,0.15513,-0.04633,112.5585,268.0572205,-2.39474
MVQVNTPHUGQQHK-UHFFFAOYSA-N,-19937.3301,434.7109,135.23,3.47642,12.394,14.689,-0.40348,-0.4583600000000001,-0.40348,0.24911,-0.63122,109.1274,283.4125061000001,0.96
MWBPRDONLNQCFV-UHFFFAOYSA-N,-29225.0183,170.3988,335.084,3.46569,11.677,14.084,-0.42215,-1.01996,-0.42215,0.22444,-0.5795399999999999,304.6615,499.9893799,-4.88
MWKFXSUHUHTGQN-UHFFFAOYSA-N,-25080.8001,-32.6596,241.203,1.84686,15.563,15.488,-0.40931,-1.54156,-0.40931,0.24303,-0.40931,158.2832,452.0536499,-3.63
MWOOGOJBHIARFG-UHFFFAOYSA-N,-23059.2116,-20.9477,175.93400000000003,3.82431,11.768,13.901,-0.9216,-0.26578,-0.36234,0.27135,-0.9216,152.1494,333.8753966999999,-1.15489
MWPLVEDNUUSJAV-UHFFFAOYSA-N,-21603.0564,-52.2661,220.09,0.00187896,11.314,12.78,0.0,-1.48636,-0.13484000000000002,0.15641,0.0,178.233,375.3824768,-6.436607
MWWATHDPGQKSAR-UHFFFAOYSA-N,-14732.9038,-44.7731,68.8482,0.489891,14.323,15.662,0.0,-0.5365800000000001,-0.23163000000000006,0.23271,0.0,40.0646,192.7748261,-0.41
MXBNEEHQIDLPLQ-UHFFFAOYSA-N,-24461.4033,214.4034,245.205,4.2928,12.044,14.077,-0.87384,-0.20241,-0.44745,0.38829,-1.5042,216.239,403.1767273,-3.745
MXXWOMGUGJBKIW-UHFFFAOYSA-N,-28796.8701,519.0224,338.389,4.67579,11.382,13.228,-0.94304,-1.06271,-0.47721,0.36414,-1.27527,285.342,557.9008789,-3.46
MZZBPDKVEFVLFF-UHFFFAOYSA-N,-25904.1382,124.3787,277.433,3.09482,12.211,14.272,0.0,0.19066,-0.41672,0.30897,-1.83419,240.6949,471.2407837,-3.15
NAEAAGULDNVNCW-UHFFFAOYSA-N,-27555.8293,-491.722,277.855,4.9069,13.198,14.19,-1.55555,0.32472,-0.49576,0.43054,-2.22284,230.2632,479.05117800000005,-0.7290000000000001
NBBJYMSMWIIQGU-UHFFFAOYSA-N,-16676.9778,2.5273,84.0597,3.23977,13.339,15.215,-0.37144,-0.22553,-0.37144,0.22675,-0.37144,58.0798,218.4291077,0.58
NBFMTHWVRBOVPE-UHFFFAOYSA-N,-24288.6085,-10.9767,252.126,0.00373571,11.748,13.393,-0.30542,-0.69523,-0.15278,0.17551,-0.34619,253.0842,417.5188293,-7.830002
NBQCNZYJJMBDKY-UHFFFAOYSA-N,-23825.3175,-255.5488,238.141,5.38154,12.089,14.16,-0.83793,-0.12344,-0.43107,0.42382,-1.36898,216.6669,393.5438538,-2.48
NCYHCGGUQGDEQW-UHFFFAOYSA-N,-26643.4157,488.4526,261.376,1.94316,11.499,14.579,-0.48483,-0.18109,-0.24266,0.12472,-0.3917,275.9462,405.8174133,-5.2395
NDAUXUAQIAJITI-UHFFFAOYSA-N,-27746.9752,-172.3991,305.806,5.21413,12.432,14.052,-1.11645,-1.18202,-0.40046,0.27013000000000004,-1.44528,239.3138,489.1960144,-1.16115
NDDAHWYSQHTHNT-UHFFFAOYSA-N,-31470.0001,-633.28,386.279,8.586,11.377,12.958,-2.37652,-1.57102,-0.97951,2.84085,-0.93037,365.8337,582.8840942,-3.6397699999999995
NFACJZMKEDPNKN-UHFFFAOYSA-N,-25805.2104,246.2054,237.047,5.67169,11.527,15.825,-3.02101,-0.5531,-1.14153,2.6182,-0.49077,257.4376,379.1217346,-0.33799999999999997
NFBOHOGPQUYFRF-UHFFFAOYSA-N,-21641.1371,-16.6775,205.124,0.00249751,12.069,13.239,-0.32499,-0.95436,-0.1625,0.1618,-0.32499,184.194,367.70465089999993,-5.324741
NGFMICBWJRZIBI-UHFFFAOYSA-N,-29820.4182,651.1286,318.502,5.134,12.672,13.818,-2.42309,-0.32878,-0.40079,0.25208,-2.42309,286.281,483.4530029,-0.85
NHOWDZOIZKMVAI-UHFFFAOYSA-N,-28792.575,-17.5734,351.209,2.40124,11.995,14.372,-0.35676,-1.19714,-0.35676,0.24681,-0.92434,331.2006,512.3446045,-4.38
NHPPIJMARIVBGU-UHFFFAOYSA-N,-22664.3936,4.27,198.14,2.02609,11.717,13.59,0.0,-1.177,-0.24644,0.15595,0.1125,254.0698,345.1220703,-4.55
NHTGQOXRZFUGJX-UHFFFAOYSA-N,-23842.2635,43.0666,238.833,3.08363,10.799,14.353,0.0,-0.24167,-0.14162,0.20441,-0.16701,267.9292,376.2914124,-5.43
NHTMVDHEPJAVLT-UHFFFAOYSA-N,-20407.5618,-13.831,183.315,0.0564444,16.164,15.423,0.0,-1.38965,-0.21892,0.09496,0.0,114.2302,332.1702881,-4.74
NIHNNTQXNPWCJQ-UHFFFAOYSA-N,-21551.9979,54.1418,205.709,0.463556,12.036,13.6,0.0,-1.41792,-0.14154,0.14725,0.0,166.222,366.9496155,-4.9678830000000005
NIPDVSLAMPAWTP-UHFFFAOYSA-N,-22575.4137,80.7029,183.924,8.10907,11.285,13.209,-1.0477299999999998,-0.44346,-0.41242,0.58438,-0.87577,168.1518,344.5445251000001,-3.165
NKDDWNXOKDWJAK-UHFFFAOYSA-N,-18968.8465,-499.3887,104.201,0.520861,15.135,15.581,-0.6804899999999999,-0.04845,-0.34029,0.11772,-0.6804899999999999,76.095,245.85676569999995,0.48
NKPDCGFEJUINIK-UHFFFAOYSA-N,-28261.9601,-78.919,297.342,8.08434,11.263,14.778,-4.19259,-2.4923,-0.97139,2.86618,0.57703,303.3042,484.4169312,-2.403
NMWSKOLWZZWHPL-UHFFFAOYSA-N,-23106.1482,23.3972,219.915,1.98513,12.061,13.863,0.0,-1.31684,-0.13832,0.15907000000000002,-0.04108,188.6561,385.3089905,-4.88
NOOBQTYVTDBXTL-UHFFFAOYSA-N,-26785.026,-414.7108,222.431,5.40082,11.095999999999998,13.872,-2.25621,-1.38553,-0.96359,2.85451,0.06885,230.256,389.1110535,-2.503
NOQGZXFMHARMLW-UHFFFAOYSA-N,-23129.8645,-42.7636,196.629,4.02066,13.547,14.556,-1.22566,0.05448,-0.44932,0.35475,-1.67855,160.1724,368.3148193,-0.2
NPPQSCRMBWNHMW-UHFFFAOYSA-N,-26798.0487,549.0637,271.60900000000004,6.0756,13.431,15.4,-1.56691,0.06539,-0.5092,0.42402,-2.3661,218.2522,456.7039795,-1.73737
NPUKDXXFDDZOKR-UHFFFAOYSA-N,-27364.6566,696.2755,299.934,6.94959,12.267,14.456,-0.6853600000000001,-1.06218,-0.41164,0.41253,-1.042,244.2926,484.1565247,-4.74
NQDJXKOVJZTUJA-UHFFFAOYSA-N,-26855.9684,553.5103,306.422,3.58481,11.826,13.545,-0.44778,-0.64022,-0.44778,0.38954,-1.45359,266.3018,469.3535767,-3.19
NQRLPDFELNCFHW-UHFFFAOYSA-N,-23252.1257,-111.2545,197.753,10.136,11.211,14.254,-1.25344,-0.35211,-0.43814,0.58432,-0.985,180.1628,366.1656799,-2.69
NQRYJNQNLNOLGT-UHFFFAOYSA-N,-18468.9602,34.6849,122.675,1.61366,15.722,14.041,0.0,-0.72917,-0.34515,0.17019,-0.34515,85.1486,264.5419312,1.07
NRGGMCIBEHEAIL-UHFFFAOYSA-N,-19599.1467,-30.1596,144.366,2.2575,12.556,14.465,0.0,-0.8574,-0.22172,0.1734,-0.22172,107.1548,299.5603333,0.51
NRXQIUSYPAHGNM-UHFFFAOYSA-N,-25572.4312,185.792,222.528,2.6582,11.572,14.615,-0.31914000000000003,-0.53086,-0.31914000000000003,0.29231,-0.11418,370.9158,364.4846802,-3.61
NSMWYRLQHIXVAP-UHFFFAOYSA-N,-19738.272,4.0541,159.99200000000005,2.42923,15.522,13.83,0.0,-0.70625,-0.34032,0.17121,-0.67505,114.19,303.8217773,0.49
NTBYINQTYWZXLH-UHFFFAOYSA-N,-22313.7856,93.1537,183.267,4.53201,10.932,14.904000000000002,-0.78572,-0.38691,-0.39346,0.5845100000000001,-0.18029,192.0012,326.0992737,-3.2
NURQLCJSMXZBPC-UHFFFAOYSA-N,-19778.4355,22.0214,144.649,3.13641,12.537,14.43,0.0,-0.84499,-0.22994,0.17453,-0.22994,107.1548,287.8059998,0.36
NVKAWKQGWWIWPM-UHFFFAOYSA-N,-27418.7553,-46.5878,370.083,3.16155,13.265999999999998,14.757,-0.7561100000000001,-2.1318,-0.38531,0.26729,-0.7561100000000001,290.4448,500.9659729,-4.74
NXBNYUSXDBHELA-UHFFFAOYSA-N,-27099.8873,44.3007,300.44,6.1631300000000016,11.523,13.514,-0.92475,-1.19992,-0.3617,0.33032,-0.92475,254.2848,497.7084961,-5.699
NXFQHRVNIOXGAQ-YCRREMRBSA-N,-25020.8393,-241.9915,241.491,11.5976,10.21,13.675,-1.53905,0.27611,-0.40466,0.5342,-1.53959,238.1592,428.0778809,-3.3569999999999998
NXQDBZGWYSEGFL-UHFFFAOYSA-N,-32557.9992,-145.3063,399.254,13.5582,9.509,13.687,-1.7593,-1.02794,-1.26922,2.49844,-1.43561,367.8448,587.0915527000002,-4.43
NYHAZDHVIPVSDM-UHFFFAOYSA-N,-23725.2814,516.924,229.693,2.22129,12.513,14.95,-0.60921,-1.12447,-0.30465,0.25973,-0.73302,184.2376,396.1569519,-2.39
NYQDCVLCJXRDSK-UHFFFAOYSA-N,-30128.576,255.7926,311.397,7.756189999999999,10.606,14.62,-2.0863,-0.39702,-1.42034,2.74206,-0.64512,365.9932,473.4260559,-6.09
NZDAAPUTURAWII-UHFFFAOYSA-N,-25951.2824,-84.2995,253.307,5.25559,11.952,14.668,-1.44107,0.08244,-0.41499,0.38348,-1.7808700000000002,221.2122,441.4270325,-2.401
NZNPHIKNHGRVLZ-UHFFFAOYSA-N,-27061.1975,18.5364,292.43,1.85324,11.964,14.665,-1.10501,-0.61335,-0.4357,0.38107,-1.47108,235.2822,479.1242065,-2.866
OBKHYUIZSOIEPG-UHFFFAOYSA-N,-20055.9775,3.3761,175.75799999999995,0.0210584,16.028,15.653,0.0,-1.27016,-0.20911,0.09517,0.0,112.2144,321.49954219999995,-4.48
OBMLHUPNRURLOK-UHFFFAOYSA-N,-27882.801,166.4397,385.175,2.42782,12.733,13.709,-0.38715,-2.36397,-0.38715,0.23396,-0.60718,306.5054,506.5923157,-5.41
ODCWYMIRDDJXKW-UHFFFAOYSA-N,-24143.6578,204.2495,229.773,3.25223,12.224,14.279000000000002,0.0,0.30056,-0.42132,0.30115,-1.7773599999999998,201.6583,424.7978516,-4.55
OFDYMSKSGFSLLM-UHFFFAOYSA-N,-28260.5015,-67.1803,325.812,4.11496,10.879,14.546,-1.49508,-0.26858000000000004,-0.3893,0.5885600000000001,-1.37029,322.2433,477.0557861,-5.47
OGBQILNBLMPPDP-UHFFFAOYSA-N,-27986.1654,124.8918,308.761,1.38848,11.201,14.112,-0.08211,-0.50746,-0.10856,0.18283,-0.03643,340.4201,461.7752991,-9.159894
OGDVEMNWJVYAJL-UHFFFAOYSA-N,-29458.8723,-1047.81,362.07,3.57879,12.781,13.126,-0.82375,-1.46155,-0.36124,0.23472,-1.11054,313.3956,535.4877319,-0.82
OGHNVEJMJSYVRP-UHFFFAOYSA-N,-35845.0896,3.4291,484.528,3.92949,12.174,13.045,-1.07388,-1.94554,-0.38027,0.27997,-1.63095,406.4804,714.3943481000001,-4.2557
OGJPXUAPXNRGGI-UHFFFAOYSA-N,-30068.0376,433.6476,355.686,8.010539999999999,11.68,13.581,-1.17026,-0.4416100000000001,-0.45764,0.42758,-1.98736,319.3349,523.4669188999999,-2.81581
OISVCGZHLKNMSJ-UHFFFAOYSA-N,-19645.1622,5.7318,144.769,2.12472,12.526,14.286,0.0,-0.8240200000000001,-0.23198,0.15534,-0.23198,107.1548,301.6196899,0.45
OJPDDQSCZGTACX-UHFFFAOYSA-N,-24610.4892,-277.8946,226.218,5.63767,13.029000000000002,12.672,-0.78054,-0.79493,-0.3903,0.23303,-1.10881,181.234,383.6253357,-0.73
OJXOXNIZNJIMLU-UHFFFAOYSA-N,-27037.2699,210.8912,288.791,2.96816,11.488,14.235,-2.6513,-1.73698,-1.0328,2.8617,-0.09193,283.3164,469.9644165,-2.861
OKKJLVBELUTLKV-UHFFFAOYSA-N,-14314.8423,108.0025,47.5521,1.87082,15.915,15.738,-0.41116,-0.05669,-0.41116,0.24203,-0.41116,32.042,163.7472229,1.57
OKQHSIGMOWQUIK-UHFFFAOYSA-N,-25052.791,271.68,234.411,6.6719800000000005,12.026,13.55,-0.72211,0.34671,-0.40249,0.26063000000000003,-2.1447700000000003,209.2072,419.1392212,-1.078
OKXVARYIKDXAEO-UHFFFAOYSA-N,-20046.324,127.8348,172.037,1.95058,15.655,15.183,-0.39185,-1.07653,-0.39185,0.23544,-0.39185,116.2028,307.7576294,-0.72
ONKUXPIBXRRIDU-UHFFFAOYSA-N,-31551.4787,1548.1201,346.348,0.0053426,13.581,15.82,-1.42561,-1.09715,-0.42629,0.33485,-1.42561,258.357,588.9633789,-3.509
ONUFESLQCSAYKA-UHFFFAOYSA-N,-29399.2996,80.6056,344.625,1.6792900000000002,11.902,14.554,-1.19259,0.3961,-0.45746,0.46033,-2.16655,330.17,549.4558105000001,-4.38
ONXPZLFXDMAPRO-UHFFFAOYSA-N,-32626.9725,-30.2485,420.856,0.00311052,11.264,14.704,0.0,-0.34315,-0.04555,0.03665,0.34314,498.662,538.4028931,-11.69897
OPNPQXLQERQBBV-UHFFFAOYSA-N,-24586.1227,405.8873,225.043,7.519819999999998,12.27,15.334,-0.83183,-0.12244,-0.4716,0.42757,-1.6318700000000002,237.0959,383.9838562,-2.68
OQANPHBRHBJGNZ-BKUYFWCQSA-N,-33159.7437,-11.2245,412.625,7.794389999999999,10.539,13.37,-3.07858,-1.32123,-0.97236,2.8402700000000003,-1.36678,398.3924,639.9875488,-6.1367
OQEBBZSWEGYTPG-UHFFFAOYSA-N,-19552.8641,-50.3994,130.119,1.71403,13.57,14.390999999999998,-0.77863,-0.04171,-0.4365,0.35228000000000004,-1.18992,103.1206,277.8470154,1.08
OQZCSNDVOWYALR-UHFFFAOYSA-N,-28722.3873,145.8149,309.616,8.1624,12.032,13.9,-0.38664,-0.16105999999999998,-0.38664,0.45937,-1.36673,312.1183,475.7996216,-4.05
ORNBQBCIOKFOEO-UHFFFAOYSA-N,-30013.7844,391.2365,406.417,2.23588,13.318,14.164,-0.76812,-2.38725,-0.40288,0.26982,-0.76812,316.4826,538.7544556,-4.65
OSSQSXOTMIGBCF-UHFFFAOYSA-N,-22223.5041,38.1795,198.151,0.539497,14.299,15.489,0.0,-1.51328,-0.22912,0.23301,0.0,124.2254,389.1593018,-4.24
OTKXWJHPGBRXCR-UHFFFAOYSA-N,-29534.4808,430.1395,291.309,10.3918,10.444,14.922,-2.86542,-0.31341,-1.42086,2.74823,-0.93099,297.6496,466.964447,-4.31
OTLNPYWUJOZPPA-UHFFFAOYSA-N,-22614.258,-155.3716,175.041,5.17537,10.845,15.111,-1.53711,-0.06284,-0.41678,0.57889,-0.95822,167.1208,326.3497314,-2.7510000000000003
OTQFXRBLGNEOGH-UHFFFAOYSA-N,-27115.3706,-305.7339,299.728,0.00410496,11.51,13.6,-0.27038,-0.46351,-0.13521,0.18337,-0.26838,321.9744,458.9794006,-9.0
OTVAEFIXJLOWRX-UHFFFAOYSA-N,-32898.2788,-122.6546,373.945,7.31548,11.305,14.693,-3.11225,-1.62732,-0.96691,2.71293,-0.8956,356.2202,554.6566162,-2.15
OUDSBRTVNLOZBN-UHFFFAOYSA-N,-29179.8504,-63.3529,355.476,7.81378,11.417,14.424,-2.4009,-1.71543,-0.96459,2.83898,-0.8425799999999999,311.3982,560.3925781,-3.68
OWWVHQUOYSPNNE-UHFFFAOYSA-N,-28409.5324,-43.3786,336.876,5.58872,12.009,13.944,-0.92906,-1.17864,-0.42995,0.37855,-1.2084700000000002,265.3516,558.2868652000002,-2.71
OWZPCEFYPSAJFR-UHFFFAOYSA-N,-26237.8062,27.9034,266.401,7.1276,10.765,15.063,-1.85762,-0.81408,-0.39584,0.5908,-0.67824,240.2152,430.6572876,-3.38
OXNIZHLAWKMVMX-UHFFFAOYSA-N,-24248.3116,319.9113,212.866,1.8442,10.444,15.879,-2.53763,0.00197,-0.38113,0.59587,-0.75262,229.1056,364.2069702,-2.83
OXQGTIUCKGYOAA-UHFFFAOYSA-N,-20585.2441,-84.9414,155.681,2.10191,13.613,15.755999999999998,-0.7694300000000001,-0.51455,-0.42669,0.35135,-0.7694300000000001,116.1596,310.3088989,-0.81
OZWKMVRBQXNZKK-UHFFFAOYSA-N,-26598.4759,-9.8931,292.934,2.52253,11.841,13.873,-1.1176,-0.86239,-0.4175100000000001,0.36436,-1.20694,255.2726,469.7142944,-3.259
PAMIQIKDUOTOBW-UHFFFAOYSA-N,-19618.715,-67.4723,144.275,1.44222,15.378,13.952,0.0,-0.78682,-0.28692,0.09531,-0.28692,99.1754,284.8764954,0.23
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,-18191.1547,12.5463,121.493,1.81816,12.880999999999998,13.025,0.0,-0.75316,-0.42592,0.23826,-0.42592,93.128,264.9863281,-0.41
PBAYDYUZOSNJGU-UHFFFAOYSA-N,-23994.8885,302.7982,184.847,5.55434,11.214,14.851,-1.85349,0.8343799999999999,-0.38435,0.41405,-1.85349,184.105,336.2214355,-1.099
PBBGSZCBWVPOOL-UHFFFAOYSA-N,-27900.574,-50.0296,353.329,3.81175,12.709,13.866,-0.67795,-2.04285,-0.33898,0.26533,-0.67795,270.3706,521.5394897,-4.43
PBMFSQRYOILNGV-UHFFFAOYSA-N,-16972.7611,-21.3511,97.9943,5.05295,12.148,15.469,0.0,-0.47584,-0.13142,0.19003,-0.24636,80.089,226.7317352,1.1
PDQAZBWRQCGBEV-UHFFFAOYSA-N,-18473.1736,-107.2464,119.551,10.3518,12.69,13.856,0.0,0.10905,-0.64556,0.30817,-1.23156,102.1538,257.8528137,-0.71
PDRGHUMCVRDZLQ-UHFFFAOYSA-N,-28424.221,-994.7136,317.002,2.9905,11.859000000000002,13.314,-0.67857,-1.60577,-0.34084000000000003,0.28482,-0.67857,266.339,473.13446039999985,-5.24
PEDCQBHIVMGVHV-UHFFFAOYSA-N,-19117.9581,624.9856,113.09,5.60197,14.970999999999998,15.59,-1.1857,-0.028710000000000006,-0.39988,0.24828000000000006,-1.1857,92.0944,253.8322601,1.12
PEQHIRFAKIASBK-UHFFFAOYSA-N,-28902.5648,-22.3161,393.73,0.0050689,12.657,14.067,0.0,-2.89653,-0.14214000000000002,0.15199,0.0,320.433,571.0219116000002,-7.8
