Compound,G_sol,DeltaG_sol,sol_dip,Lsolu_Hsolv,Lsolv_Hsolu,O_charges,C_charges,Most_neg,Most_pos,Het_charges,volume,MW,SASA,LogS
AAEVYOVXGOFMJO-UHFFFAOYSA-N,-48.81854077,-0.017821735,4.933,4.9552,12.4665,0.0,-1.58178582,-0.41813589,0.25531487,0.48066366,306.95799999999997,241.3536,504.51788330000005,-4.1
ABICJYZKIYUWEE-UHFFFAOYSA-N,-39.10068558,-0.016156886999999998,5.188,2.316,14.9453,1.59698223,-0.79281617,-0.41530597,0.61772262,0.41495338,162.73,173.0848,310.52148439999996,-2.28
ADIMAYPTOBDMTL-UHFFFAOYSA-N,-56.10350077,-0.019407495,5.855,3.9311,13.035,0.44823935,-1.22036674,-0.48649829,0.369631,0.07321894,308.96299999999997,286.7171,483.7244263,-3.95
AEXMKKGTQYQZCS-UHFFFAOYSA-N,-22.97620626,-0.000664073,0.091,13.8503,13.6582,0.0,-0.43492046,-0.11254871,0.03839956,0.0,160.798,100.2034,307.255127,-4.23
AFFLGGQVNFXPEV-UHFFFAOYSA-N,-31.35865278,-0.0015583539999999999,0.513,6.4889,13.2488,0.0,-0.56690329,-0.11123775,0.04488473,0.0,225.266,140.268,428.4981995,-5.51
AFOGBLYPWJJVAL-UHFFFAOYSA-N,-52.83570028,-0.029922663,8.274,4.7262,13.6068,0.88619627,-1.02417937,-0.65729443,1.20434567,-0.31275198,289.732,256.319,494.69821169999994,-3.05
AFPHTEQTJZKQAQ-UHFFFAOYSA-N,-36.57258527,-0.020727599,8.925,2.6508,14.3623,0.46080747,-0.85482991,-0.48211331,0.57437049,0.02552046,174.622,167.1208,326.756073,-1.71997
AFYCEAFSNDLKSX-UHFFFAOYSA-N,-49.51705215,-0.015826426,12.661,4.3242,12.1534,0.34033057,-1.35370918,-0.54964799,0.34033057,0.41774771,284.253,231.2938,459.4943541999999,-4.001
AGAHNABIDCTLHW-UHFFFAOYSA-N,-75.7980798,-0.013705917,2.9960000000000004,3.861,11.8883,0.3790664,-1.89510169,-0.50513763,0.33093583,0.38618535,432.915,355.4513,645.319397,-4.3469999999999995
AGMMTXLNIQSRCG-UHFFFAOYSA-N,-56.19017959,-0.040220546,12.991,4.145,12.9548,0.79686208,-0.82094813,-0.67786653,1.1786627,-0.65779068,294.375,289.7361,468.5610657,-3.29
AHJKRLASYNVKDZ-UHFFFAOYSA-N,-53.14354338,-0.00946675,2.7439999999999998,5.3113,13.2662,0.0,-1.08905448,-0.2261906,0.14171817,0.34400842,327.756,320.045,497.0978699,-7.199998
AIKKULXCBHRFOS-UHFFFAOYSA-N,-47.15090681,-0.017691994,8.213,3.7859,12.9974,0.47695913,-1.15465953,-0.47724788,0.38885654,-0.05639172,275.47700000000003,257.2589,452.1102905,-2.0
AIVXUNRQBRKFJO-UHFFFAOYSA-N,-43.31467768,-0.02434766,6.557,3.1326,12.9758,0.77696593,-0.9878139000000001,-0.65990885,1.18804739,-0.00521735,239.81099999999998,249.3172,399.87438960000003,-3.4939999999999998
AKUJBENLRBOFTD-UHFFFAOYSA-N,-95.94123422,-0.026485737000000002,8.241,4.0280000000000005,13.1453,1.10341153,-3.22860122,-0.4963385,0.37271192,1.10341153,492.92900000000003,434.5037,654.8651123,-4.9
AMEKQAFGQBKLKX-UHFFFAOYSA-N,-54.58359421,-0.022268215,12.982999999999999,4.9715,13.0006,0.5805253,-1.82721681,-0.6448858000000001,1.05377468,0.69335834,287.073,267.29900000000004,464.45538330000005,-2.43
AMMPGYPPRLWMLW-UHFFFAOYSA-N,-40.06289175,-0.018411986,12.247,3.1599,12.4478,0.67283045,-1.21607634,-0.48059406,0.53712556,0.27445656,205.36900000000003,182.1786,378.9792175,-3.2110000000000003
AMQJEAYHLZJPGS-UHFFFAOYSA-N,-20.76256781,-0.007738587,1.942,12.2653,13.5848,0.0,-0.63422077,-0.52634522,0.36258102,0.0,133.446,88.1492,294.401123,-0.6
AMRQXHFXNZFDCH-UHFFFAOYSA-N,-51.74804223,-0.018684791,4.849,5.3695,13.084000000000001,0.68531635,-1.30822188,-0.53362555,0.4127099,0.0320434,283.361,236.27,484.9683228,-1.83
ANJTVLIZGCUXLD-UHFFFAOYSA-N,-40.45850816,-0.012669057,7.888999999999999,4.8734,12.1936,0.0,-1.01925723,-0.57984239,0.25064686,0.26619503,225.644,190.2444,372.1828003,0.36
APSMUYYLXZULMS-UHFFFAOYSA-N,-28.96224981,-0.003938335,4.8,4.3488,13.1103,0.0,-0.33481809,-0.22570298,0.08586564,0.0,190.141,207.0693,342.4750671,-4.4
APTGDJCKNMNFID-UHFFFAOYSA-N,-52.4401822,-0.044191507000000005,10.355,3.8838,13.8793,1.06945803,-1.74079182,-0.6615671999999999,1.18721434,0.21150113,266.60900000000004,283.3318,426.3872681,-1.5390000000000001
AQCHWTWZEMGIFD-UHFFFAOYSA-N,-71.0130472,-0.039872322,13.355,4.1516,12.9631,0.79124382,-0.87789415,-0.67799386,1.17946628,-0.67775637,386.30699999999996,365.8337,560.8483887,-3.78
AQIXAKUUQRKLND-UHFFFAOYSA-N,-50.15293927,-0.024746075,3.202,5.8254,12.1288,0.0,-1.03618482,-0.35381087,0.23466924,0.32434463,308.903,252.3366,521.8492432,-1.40229
AQIXEPGDORPWBJ-UHFFFAOYSA-N,-20.767293600000002,-0.006143376999999999,2.137,12.6085,13.3402,0.0,-0.65912516,-0.50801147,0.33772597,0.0,134.061,88.1492,285.1423645,-0.24
ARCGXLSVLAOJQL-UHFFFAOYSA-N,-46.69005348,-0.037589485,6.276,3.1752,13.9416,0.15466241,-1.71344448,-0.48513428,0.42911944,0.15466241,214.657,210.1428,367.5466919,-0.397
ARGDYOIRHYLIMT-UHFFFAOYSA-N,-41.82587953,-0.018437562,9.295,3.1512,13.8423,0.58423239,-0.92829198,-0.6369666,1.22119899,0.37850170000000005,235.695,240.1038,393.8843079,-3.509
ARSRBNBHOADGJU-UHFFFAOYSA-N,-50.74277172,-0.0037485,0.446,4.5288,12.1404,0.0,-0.6086333,-0.11785556,0.0537891,0.0,313.829,256.3464,471.7829894999999,-7.020001
ATROHALUCMTWTB-UHFFFAOYSA-N,-56.990533,-0.018838569,4.012,2.6939,12.8233,0.36715173,-0.70100834,-0.49624709,0.52044653,-0.24196932,341.37300000000005,298.2959,555.7894287,-4.86
AUKRYONWZHRJRE-UHFFFAOYSA-N,-38.98851623,-0.007283375,1.8840000000000001,4.2538,12.2423,0.0,-0.65006521,-0.4317303,0.35962975,0.0,230.24,194.2324,382.6009216,-4.73
AUNGANRZJHBGPY-UHFFFAOYSA-N,-82.50916376,-0.044208473,16.015,2.7948,12.9066,0.64614312,-2.997188,-0.52475321,0.37270647,0.74698903,411.62199999999996,376.3682,598.2529907,-3.68
AUZONCFQVSMFAP-UHFFFAOYSA-N,-50.26926086,-0.013877081999999999,0.877,3.9046,12.3201,0.0,-0.49896142,-0.50021869,0.16714428,-0.73676003,350.63599999999997,296.5214,531.8052978999999,-4.71725
AVQQQNCBBIEMEU-UHFFFAOYSA-N,-26.63446623,-0.011322003999999998,5.561,7.3254,12.0245,0.0,-0.95072722,-0.58614218,0.31260153,0.25048695,151.02200000000002,116.1626,310.6023865,0.94
AVZVLGDSSQKRGL-UHFFFAOYSA-N,-54.49128602,-0.015761443,1.35,4.0793,13.229000000000001,0.47764840000000003,-1.4754176,-0.5014434,0.35558720000000005,0.45573381,290.595,249.2658,479.6381226,-1.7730000000000001
AWMVMTVKBNGEAK-UHFFFAOYSA-N,-25.13162538,-0.00355381,2.428,5.5882,13.4023,0.10636966,-0.45455097,-0.36996544,0.10636966,0.10636966,153.533,120.1506,303.1288757,-1.6
AXGUBXVWZBFQGA-UHFFFAOYSA-N,-65.66032822,-0.018262701,3.056,4.9003,13.3872,0.024681,-1.46944363,-0.48697242,0.36607777,0.12626539,378.289,339.2176,554.1115112000001,-4.53
AYFVYJQAPQTCCC-UHFFFAOYSA-N,-28.18894282,-0.023413339,3.59,5.1689,12.6532,0.49177722,-1.78801971,-0.52455487,0.42576032,0.51249838,142.881,119.12,283.2250671,-0.09
BACHBFVBHLGWSL-UHFFFAOYSA-N,-66.58078508,-0.012750114,6.372000000000001,4.9492,12.9997,0.19208198,-1.34170888,-0.45051182,0.35886233,0.28860237,366.14,341.1902,582.737915,-3.82
BAPJBEWLBFYGME-UHFFFAOYSA-N,-19.67071027,-0.007021834,2.468,4.0493,14.1161,0.36020568,-0.81370284,-0.48645108,0.36020568,0.36020568,111.471,86.0902,256.6029358,-0.22
BBEAQIROQSPTKN-UHFFFAOYSA-N,-39.21555563,-0.002503916,0.0,4.4916,12.5458,0.0,-0.32586669,-0.04194001,0.03711696,0.0,240.324,202.255,387.66430660000003,-6.172998000000001
BBXXLROWFHWFQY-UHFFFAOYSA-N,-45.90720482,-0.017976691,7.6770000000000005,5.2112,12.4217,0.0,-1.0607351,-0.57593806,0.26536957,-0.04275129,271.151,209.2906,473.5541382,-3.02497
BCCOBQSFUDVTJQ-UHFFFAOYSA-N,-46.35260524,0.002809388,0.0,5.6765,17.0725,0.0,-0.64250291,-0.16217522,0.32125925,0.80159903,158.543,200.0312,279.024231,-3.92
BCMCBBGGLRIHSE-UHFFFAOYSA-N,-24.45841663,-0.004828738,1.962,4.6456,13.2712,0.0,-0.34043091,-0.29179918,0.18710263,0.05997803,135.63299999999998,119.1226,277.8566895,-1.16
BDERNNFJNOPAEC-UHFFFAOYSA-N,-14.48563463,-0.007546161,1.9480000000000002,12.3488,13.584000000000001,0.0,-0.50900333,-0.52814143,0.3619763,0.0,90.1907,60.0956,231.92100519999997,0.62
BFCFYVKQTRLZHA-UHFFFAOYSA-N,-30.33775378,-0.012292523,7.782,2.7307,13.8742,0.13072858,-0.52903417,-0.44583497,0.57100194,0.13345091,157.339,157.5561,303.1655273,-2.55
BFPYWIDHMRZLRN-UHFFFAOYSA-N,-62.84614316,-0.015292985,2.012,5.893,12.7412,0.15323342,-1.70424571,-0.50038277,0.36697191,0.15323342,367.7,296.4084,515.0608521,-4.3
BGHCVCJVXZWKCC-UHFFFAOYSA-N,-44.9456893,-0.0018561970000000002,0.0,13.1719,13.3406,0.0,-0.84839127,-0.11126615,0.03752155,0.0,317.518,198.391,561.4718627999999,-7.959992
BGNCCUHEGHNNAP-UHFFFAOYSA-N,-51.42406278,-0.036971949,7.396,3.1269,14.0097,1.24039326,-1.571757,-0.65259883,1.19833339,0.39761853,259.282,281.316,422.84896849999996,-3.0180000000000002
BKIMMITUMNQMOS-UHFFFAOYSA-N,-29.2543869,-0.001042713,0.036000000000000004,13.4525,13.5148,0.0,-0.53810836,-0.1112644,0.0375686,0.0,209.18900000000002,128.257,402.85217289999997,-5.88
BMLIZLVNXIYGCK-UHFFFAOYSA-N,-39.24422604,-0.014431033999999999,8.552999999999999,5.4993,12.658,0.31860022,-0.73027326,-0.56756143,0.31860022,-0.16830339,223.796,198.6517,399.4962158,-2.91256
BNUHAJGCKIQFGE-UHFFFAOYSA-N,-33.49253328,-0.012248096000000002,9.991,3.0004,13.6593,0.72229682,-0.8454739,-0.46682740000000006,0.5509312,0.25606828,170.033,153.1372,327.41830439999995,-2.41
BOCJQSFSGAZAPQ-UHFFFAOYSA-N,-46.09866894,-0.011664718000000001,2.0180000000000002,2.7230000000000003,13.2818,0.46828037,-1.06039173,-0.42668785,0.23549629999999996,0.46828037,253.18900000000002,242.6611,405.4375916,-5.54
BOJWTAQWPVBIPG-UHFFFAOYSA-N,-40.80076756,-0.023237643,9.785,2.4347,14.532,0.06466801,-0.83493218,-0.47123932,0.58829935,0.06549025,183.338,185.1113,333.4155579,-1.579
BRBKOPJOKNSWSG-UHFFFAOYSA-N,-43.0639482,-0.050661894000000006,7.808,5.4816,12.501,0.39927988,-1.37320799,-0.7100564,1.10933027,-0.26281974,226.808,214.2416,398.3703003,-1.9849700000000001
BRLQWZUYTZBJKN-UHFFFAOYSA-N,-17.51413671,-0.005978877,3.841,6.9966,13.9705,0.10906030000000001,-0.59467257,-0.36313021,0.11235074,0.10906030000000001,105.94200000000001,92.5249,240.68678280000003,-0.15
BRPOVUNVTUCYNN-UHFFFAOYSA-N,-74.18656791,-0.035811886,15.11,4.0658,12.409,0.05301323,-2.01057151,-0.52712087,0.41051772,0.22864246,390.899,345.3727,566.1650391,-3.912
BRUZQRBVNRKLJG-UHFFFAOYSA-N,-27.29146739,-0.015512966999999999,4.114,6.3982,14.078,0.41480176,-0.92858496,-0.56360366,0.41480176,0.29052504,153.947,117.1474,311.8646545,-0.3
BTANRVKWQNVYAZ-UHFFFAOYSA-N,-17.62972637,-0.006404317,2.24,12.6457,13.4394,0.0,-0.58856716,-0.51630153,0.34221717,0.0,112.59200000000001,74.1224,255.51678470000002,0.43
BTJIUGUIPKRLHP-UHFFFAOYSA-N,-30.35344989,-0.017538936,7.928,2.8728,14.0974,0.7337758000000001,-1.04190694,-0.47366635,0.56273926,0.28337803,149.416,139.1104,295.6150818,-0.74
BUNFNRVLMKHKIT-UHFFFAOYSA-N,-39.0745567,-0.014290645,2.6889999999999996,2.7996,13.4842,0.8468858,-1.36313589,-0.46641153,0.55197377,0.49620538,197.31099999999998,180.1628,358.5602417,-1.91
BWXSXZAIQQSFPW-UHFFFAOYSA-N,-51.2774939,-0.016157498,10.279000000000002,2.5777,14.2219,0.47165933,-0.93606014,-0.47034356,0.57690095,0.03734838,268.143,235.239,431.7964783,-3.656
BXNJHAXVSOCGBA-UHFFFAOYSA-N,-43.73006452,-0.010047546,3.912,5.0116,12.2842,0.0,-0.29161605,-0.3036678,0.20550718,-0.07462501,250.248,212.2506,424.2249146000001,-4.48
BXWNKGSJHAJOGX-UHFFFAOYSA-N,-55.2841909,-0.009833598,1.902,12.2273,13.3247,0.0,-1.31831494,-0.5258006,0.36209146,0.0,371.32,242.44400000000002,640.3154297,-7.260000999999999
BYEVBITUADOIGY-UHFFFAOYSA-N,-42.67858562,-0.007276274,3.111,5.3477,13.6716,0.36265209,-1.2911989,-0.48599384,0.36265209,0.36265209,266.363,186.2936,476.4190369,-3.8
BZHMBWZPUJHVEE-UHFFFAOYSA-N,-22.97973787,-0.000753544,0.022000000000000002,13.8942,13.624,0.0,-0.4324203,-0.11305443,0.036234699999999995,0.0,164.93099999999998,100.2034,318.7668762,-4.26
BZKPWHYZMXOIDC-UHFFFAOYSA-N,-41.93340853,-0.03700053,5.044,3.4293,13.3764,0.84487538,-1.05360123,-0.6603071999999999,1.20256866,0.00828238,210.38299999999998,222.2364,381.27771,-2.43058
BZLVMXJERCGZMT-UHFFFAOYSA-N,-20.76313466,-0.003047748,1.714,11.9226,13.1539,0.0,-0.59843136,-0.36786305,0.14585297,0.0,133.77,88.1492,275.2158203,-0.24
BZTYNSQSZHARAZ-UHFFFAOYSA-N,-42.82135135,-0.006758332,2.069,4.6763,13.1638,0.0,-0.70011203,-0.22294422,0.10547291,0.20725829,266.599,257.5463,431.11480710000006,-6.21
CAQHPYSDQFDJAL-UHFFFAOYSA-N,-35.8575098,-0.019937659,6.3870000000000005,2.8297,12.8321,-0.09035936,-0.7205588,-0.45674747,0.41967408,-0.03107318,193.525,173.1708,346.18820189999997,-2.937
CBFCDTFDPHXCNY-UHFFFAOYSA-N,-63.77490288,-0.002719075,0.0,13.0415,13.2525,0.0,-1.22069958,-0.11126348,0.03750953,0.0,446.26599999999996,282.5518,751.9406127999999,-8.169989
CCGPUGMWYLICGL-UHFFFAOYSA-N,-52.72224952,-0.015664693,8.346,5.1272,12.7688,0.31942125,-1.00147376,-0.55374677,0.31942125,-0.06595305,310.759,275.1772,504.134613,-4.77
CDAWCLOXVUBKRW-UHFFFAOYSA-N,-23.31410119,-0.011457178,1.629,6.0229,11.9843,0.0,-0.8535957000000001,-0.46903526,0.36213346,0.05811767,132.80700000000002,109.1274,276.9963989,-0.72
CDOZDBSBBXSXLB-UHFFFAOYSA-N,-61.70099659,-0.003602896,3.574,5.2759,11.6508,0.0,-0.88346283,-0.20659026,0.06063253,0.0171038,386.214,312.472,544.8123168999999,-2.145
CDVNZMKTJIBBBV-UHFFFAOYSA-N,-50.17034508,-0.024383351,6.845,2.4308,13.692,0.67855987,-1.29617441,-0.45404575,0.58783604,0.26863351,223.067,226.1452,386.506012,-2.6
CEOCDNVZRAIOQZ-UHFFFAOYSA-N,-36.10756845,-0.00385742,1.3230000000000002,4.1593,13.777000000000001,0.0,-0.39408568,-0.10645632,0.14887131,0.35167055,216.79,250.3389,348.6462708,-5.654971
CERQOIWHTDAKMF-UHFFFAOYSA-N,-19.68635995,-0.013210527,2.923,4.1843,13.8426,0.36101635,-1.00937985,-0.50541541,0.4106968,0.36101635,109.787,86.0902,245.2653961,0.01
CFBYEGUGFPZCNF-UHFFFAOYSA-N,-33.48704072,-0.014226964,9.398,3.0209,13.5796,0.72354211,-0.83269833,-0.46964661,0.55401931,0.2538955,168.59900000000002,153.1372,325.32742310000003,-1.96
CGBCCZZJVKUAMX-UHFFFAOYSA-N,-83.48674306,-0.022822377,9.399,3.7068,13.0748,0.96622057,-2.68884799,-0.49319258,0.37059493,0.96622057,467.337,402.9169,595.6069336,-4.95
CHMBIJAOCISYEW-UHFFFAOYSA-N,-32.03179726,-0.015794863,6.004,5.8147,11.8719,0.0,-1.20422143,-0.52623611,0.28097332,0.356863,182.118,150.1798,350.076355,-0.98
CHNUNORXWHYHNE-UHFFFAOYSA-N,-68.27645414,-0.01283458,4.154,4.3521,13.2995,0.0432603,-1.16289807,-0.49893482,0.39180623,0.05831796,386.82599999999996,345.2248,590.1415405,-5.69
CHNXZKVNWQUJIB-UHFFFAOYSA-N,-66.97553367,-0.015427813,7.803999999999999,4.5256,12.9707,0.15366802,-1.69643656,-0.49931902,0.33913389,0.15366802,396.95599999999996,312.45099999999996,527.2573853,-5.66
CHVJITGCYZJHLR-UHFFFAOYSA-N,-18.9035232,-0.0010285910000000001,0.35200000000000004,5.2621,12.6304,0.0,-0.24475360000000002,-0.05985668,0.05141809,0.0,128.32299999999998,92.1402,269.8972168,-2.15
CIWBSHSKHKDKBQ-JLAZNSOCSA-N,-41.24245817,-0.032429828,3.7689999999999997,4.2378,13.2315,-0.51493001,-0.8636891999999999,-0.5095787,0.41729671,-0.51493001,182.463,176.1256,339.42492680000004,0.23937399999999998
CIWBSHSKHKDKBQ-UHFFFAOYSA-N,-41.24246182,-0.032433246,3.7680000000000002,4.2381,13.231,-0.49328156,-0.88682474,-0.50957805,0.41729712,-0.49328156,182.454,176.1256,339.2073364,-0.805
CJHXCRMKMMBYJQ-UHFFFAOYSA-N,-45.91124734,-0.016079783,2.165,5.1231,12.1018,0.0,-0.96507294,-0.4433992,0.39071977,0.02353969,274.022,209.2906,453.3644409,-2.24
CKRZKMFTZCFYGB-UHFFFAOYSA-N,-23.25108671,-0.012822864,4.442,6.0134,11.7737,0.0,-0.21631924,-0.44558228,0.39304395,-0.44558228,132.852,109.1274,281.63989260000005,-0.74
CMSMOCZEIVJLDB-UHFFFAOYSA-N,-48.20032186,-0.01788295,6.44,6.8028,13.2812,-0.10664208,-0.71462095,-0.50692028,0.40027820000000003,-0.31038776,278.462,261.0875,443.2096558,-0.815
CMVQZRLQEOAYSW-UHFFFAOYSA-N,-34.39418679999999,-0.011925395,6.582999999999999,2.6017,13.8965,0.158398,-0.22122426,-0.43353426,0.5835574,0.26667953,179.53599999999997,192.0012,324.29193119999996,-3.48
CNGDZXAWOIPFFX-UHFFFAOYSA-N,-56.79643606,-0.027218566,7.466,3.6502,13.2078,0.91369492,-1.32341952,-0.66207557,1.18285137,0.14666432,308.901,297.3432,501.5142517,-4.473
COLNVLDHVKWLRT-UHFFFAOYSA-N,-35.79395987,-0.016012444,2.767,5.0895,12.4968,0.36582296,-1.47952951,-0.47992044,0.42459362,0.39756751,202.97299999999998,165.1914,356.9197998,-0.74473
CPGPAVAKSZHMBP-UHFFFAOYSA-N,-38.053070299999995,-0.00270378,0.9640000000000001,4.3388,12.1772,0.0,-0.42671088,-0.12072275,0.05866258,0.0,238.34900000000002,192.2598,395.0820618,-5.89
CPNGPNLZQNNVQM-UHFFFAOYSA-N,-26.49955561,-0.012789508,3.103,2.6491,12.3329,0.0,-0.80473897,-0.25625156,0.17284447,0.30160106,143.64700000000002,132.1244,281.3888855,0.02
CQRYARSYNCAZFO-UHFFFAOYSA-N,-27.09405048,-0.015215538999999998,2.5669999999999997,5.7961,13.0871,0.13134179999999998,-1.07859644,-0.51527042,0.37424258,0.13134179999999998,149.377,124.139,297.1837769,-0.29
CSHWQDPOILHKBI-UHFFFAOYSA-N,-48.76343186,-0.00270052,0.0,4.021,12.1666,0.0,-0.40387178,-0.0420784,0.03730723,0.0,292.069,252.3148,442.42053219999997,-8.794931
CTJMNBROBOZHAP-UHFFFAOYSA-N,-67.90765164,-0.035984801000000004,15.300999999999998,3.9791,12.5883,0.05315986,-1.87082102,-0.52717318,0.41048429,0.23185820000000004,350.264,317.3191,527.6193237,-5.324
CULUWZNBISUWAS-UHFFFAOYSA-N,-55.45783248,-0.019644886,12.011,2.6548,13.4859,0.82497787,-0.79104747,-0.51582004,0.53892609,0.01496613,293.868,260.2518,472.74655149999995,-2.81
CVQODEWAPZVVBU-UHFFFAOYSA-N,-38.97779404,-0.01293574,3.529,5.6946,13.1949,0.40641305,-1.2659334,-0.54703901,0.40641305,0.33649831,223.78900000000002,179.2182,414.4380188,-2.58
CVRALZAYCYJELZ-UHFFFAOYSA-N,-59.97121512,-0.00908258,9.085,3.9794,12.9493,-0.3401726,-0.68928186,-0.48746305,0.30582892,-0.08368139,372.20599999999996,412.0646,541.399231,-5.66
CVUGPAFCQJIYDT-UHFFFAOYSA-N,-57.19579783,-0.007021301,3.265,4.8669,13.3678,0.0,-0.956916,-0.21438893,0.23915624,0.31469671,345.944,354.4901,499.493042,-6.62
CWJSHJJYOPWUGX-UHFFFAOYSA-N,-43.03599167,-0.012599471999999999,3.303,5.1866,13.2423,-0.11112772,-0.88697729,-0.52299289,0.41186517,-0.02543193,241.12900000000002,213.6633,431.9839172,-3.3849699999999996
CWRYPZZKDGJXCA-UHFFFAOYSA-N,-30.65592015,-0.002061836,1.484,5.0146,12.4444,0.0,-0.35025209999999996,-0.0708332,0.05523263,0.0,192.12099999999998,154.211,347.111145,-4.54
CXOFVDLJLONNDW-UHFFFAOYSA-N,-52.0759658,-0.015548012,4.582,4.5513,13.5002,0.34944012,-0.57281207,-0.50914299,0.34944012,-0.20037717,282.881,252.27200000000002,458.29113770000004,-4.10651
CXWXQJXEFPUFDZ-UHFFFAOYSA-N,-27.38459676,-0.001448587,1.02,5.928,12.9602,0.0,-0.35419153,-0.0654004,0.04577185,0.0,175.715,132.2048,328.6447144,-4.37
CYFLXLSBHQBMFT-UHFFFAOYSA-N,-54.26170707,-0.033692257999999996,10.639000000000001,5.3684,12.5248,0.82042941,-1.56826685,-0.66596185,1.18221292,0.12290178,289.684,267.302,482.26107790000003,-2.44
CZGCEKJOLUNIFY-UHFFFAOYSA-N,-30.34296215,-0.009698112,5.655,2.7772,14.0602,0.13213511,-0.53617406,-0.44023635,0.57237146,0.14412,161.39600000000002,157.5561,305.4895935,-2.92
CZIHNRWJTSTCEX-UHFFFAOYSA-N,-45.58180948,-0.011811083,4.4830000000000005,5.0472,12.5823,0.0,-1.01050169,-0.51047308,0.28539359,0.28539359,265.084,223.2738,450.1101379,-4.235
CZMRCDWAGMRECN-UGDNZRGBSA-N,-81.4030139,-0.044300115,3.5780000000000003,10.1755,13.3574,-0.61888779,-3.25494864,-0.51404106,0.39307341,-0.61888779,365.835,342.2992,493.2972412,0.79
CZPWVGJYEJSRLH-UHFFFAOYSA-N,-16.38298702,-0.0069879569999999995,2.658,4.3545,12.4491,0.0,-0.48111398,-0.25401319,0.14823096,0.14823096,97.6588,80.089,226.63360600000001,1.1
DBABZHXKTCFAPX-UHFFFAOYSA-N,-59.75098992,-0.030534831000000002,8.566,3.6131,12.8916,0.35912526,-1.20673976,-0.64379406,1.11285678,-0.2846688,335.582,285.3574,490.54895020000004,-4.021
DBPWSSGDRRHUNT-UHFFFAOYSA-N,-72.10459889,-0.018289091,5.638999999999999,4.5733,12.9598,0.35000916,-2.13877542,-0.48935496,0.34176107,0.35000916,409.10400000000004,330.4662,532.7588501,-4.71
DCAYPVUWAIABOU-UHFFFAOYSA-N,-51.22213432,-0.002149894,0.0,13.1148,13.3026,0.0,-0.97239412,-0.11125996,0.03751671,0.0,360.80199999999996,226.4446,625.7022705,-8.400008
DCUJJWWUNKIJPH-UHFFFAOYSA-N,-35.46410571,-0.006471959,4.723,4.0441,13.4725,0.0,-0.66891699,-0.23055389999999998,0.23240362,0.39335657,212.83900000000003,230.9084,357.53619380000004,-3.76
DDUHZTYCFQRHIY-UHFFFAOYSA-N,-73.79556116,-0.020811096,11.536,3.7823,13.2466,0.67181403,-2.19563982,-0.46075548,0.24160984,0.67181403,380.038,352.7707,570.1123657,-4.65446
DEKWZWCFHUABHE-UHFFFAOYSA-N,-68.95334027,-0.024453151,7.2139999999999995,4.0744,13.0639,0.23999043,-1.6517363,-0.51988359,0.38902573,0.23999043,372.577,342.7781,561.8047485000001,-5.84
DEWLEGDTCGBNGU-UHFFFAOYSA-N,-22.59590383,-0.012859608,4.079,6.8306,13.6503,0.11693585,-0.72331318,-0.48685695,0.36087913,0.11231772,138.155,128.9858,271.3773193,-0.11
DFBKLUNHFCTMDC-PICURKEMSA-N,-61.02458313,-0.006578785,1.5190000000000001,4.2881,13.7351,0.06059906,-0.49104916,-0.33143,0.15698971,0.38943738,341.431,380.9126,449.08483889999997,-6.29
DFCAFRGABIXSDS-UHFFFAOYSA-N,-44.30594268,-0.009360982,3.343,5.7301,12.86,0.30067983,-0.71926979,-0.52741999,0.30067983,-0.22674016,277.411,215.35299999999998,442.8586121,-3.4
DFOXKPDFWGNLJU-UHFFFAOYSA-N,-23.90756661,-0.005823534,2.324,12.5055,13.2812,0.0,-0.74130937,-0.5110032999999999,0.33661039,0.0,153.189,102.176,291.6720581,-0.62
DFPAKSUCGFBDDF-UHFFFAOYSA-N,-25.73792537,-0.015926001000000002,3.0980000000000003,4.2574,12.6159,0.0,-1.07050234,-0.53313447,0.28360040000000003,0.33805844,141.08,122.1262,288.7565308,0.61
DFXQXFGFOLXAPO-UHFFFAOYSA-N,-40.62717426,-0.02240942,9.042,2.5435,14.0267,0.04645326,-0.82710915,-0.47540444,0.58112939,0.05334169,195.122,201.5659,347.69259639999996,-2.66815
DHKHKXVYLBGOIT-UHFFFAOYSA-N,-27.96538915,-0.006462655,2.39,11.5494,13.414000000000001,0.2555622,-0.82006721,-0.37471172,0.2555622,0.2555622,165.285,118.1754,344.4158325,-0.43
DHMQDGOQFOQNFH-UHFFFAOYSA-N,-17.84586076,-0.01573465,2.3280000000000003,5.2356,12.4771,0.35867591,-0.91066736,-0.49133352,0.42123723,0.33195192,88.2046,75.067,221.25254819999998,0.521792
DHXVGJBLRPWPCS-UHFFFAOYSA-N,-19.76622608,-0.002369511,2.0,12.0018,13.2003,0.0,-0.48593768,-0.35897463,0.07813772,0.0,118.125,86.1334,258.708252,-0.03
DJHHDLMTUOLVHY-UHFFFAOYSA-N,-54.01221455,-0.0051954570000000005,5.5120000000000005,4.163,12.9113,0.23565726,-0.69714063,-0.2251693,0.11840643,0.42050014,292.47700000000003,321.9744,448.10574339999994,-8.770062
DJPZSBANTAQNFN-UHFFFAOYSA-N,-72.13268274,-0.017107991,7.601,4.3206,12.9969,0.60623629,-2.03499048,-0.50098332,0.3688634,0.60623629,416.699,330.4662,554.5235596,-5.18
