Compound,G_sol,DeltaG_sol,sol_dip,Lsolu_Hsolv,Lsolv_Hsolu,O_charges,C_charges,Most_neg,Most_pos,Het_charges,volume,MW,SASA,LogS
WDCYWAQPCXBPJA-UHFFFAOYSA-N,-36.73988746,-0.015311841000000001,6.66,2.4091,15.0416,0.74959317,-0.83751211,-0.4235273,0.58656104,0.35065639,169.68900000000002,168.1086,318.8885193,-2.29
WDECIBYCCFPHNR-UHFFFAOYSA-N,-44.47413864,-0.002972405,0.0,4.4793,12.5228,0.0,-0.39651452,-0.04254226,0.03802439,0.0,272.176,228.2928,431.6964416999999,-8.059982000000002
WDQPAMHFFCXSNU-BGABXYSRSA-N,-90.41933319,-0.020124293,14.073,3.9736,11.0152,0.0,-1.90980831,-0.40061914,0.24187118,0.41604388,534.137,475.4194,758.1863403,-6.244
WEEGYLXZBRQIMU-UHFFFAOYSA-N,-34.47609652,-0.0028644070000000002,1.724,11.7038,12.7474,-0.12179580000000001,-0.54686572,-0.36339353,0.14395047,-0.12179580000000001,212.245,154.2516,348.5737,-1.7207400000000002
WEHWNAOGRSTTBQ-UHFFFAOYSA-N,-23.24848655,-0.002382716,1.015,12.2702,12.0319,0.0,-0.49810105,-0.29136646,0.1484098,0.0,160.244,101.1912,336.5730896,-0.46
WEVYAHXRMPXWCK-UHFFFAOYSA-N,-8.677371241,-0.010271373,4.637,6.2777,14.2198,0.0,-0.18667385,-0.31726059,0.13058674,0.0,62.706,41.0524,181.05960080000003,0.26
WFJNHVWTKZUUTR-UHFFFAOYSA-N,-62.53394819,-0.01130226,5.056,4.236000000000001,11.8249,0.0,-1.3381068999999999,-0.50393623,0.35363372,0.12324376,362.661,296.4114,533.8390503,-2.63
WFRBDWRZVBPBDO-UHFFFAOYSA-N,-23.90954803,-0.006561998,2.035,12.4221,13.3024,0.0,-0.74721473,-0.5160392,0.33665643,0.0,155.525,102.176,306.9523315,-0.49
WHTBVLXUSXVMEV-UHFFFAOYSA-N,-75.77269492,-0.030847389,7.6,4.4271,13.6169,0.99455224,-1.34529938,-0.63237288,1.23482155,0.35861212,374.38,379.3683,553.4072266,-3.8
WIDHRBRBACOVOY-UHFFFAOYSA-N,-50.93872227,-0.00959879,2.492,4.3459,13.3621,0.0,-0.73279951,-0.18320501,0.11659157,0.37552071,308.51099999999997,326.4365,467.20846560000007,-7.050000999999999
WIIZWVCIJKGZOK-RKDXNWHRSA-N,-64.71423237,-0.028861002,15.339,2.8218,13.3034,0.50631779,-1.3743753,-0.49800514,0.55548361,0.13577906,332.25,323.1322,505.22964479999996,-1.9759
WIKYUJGCLQQFNW-UHFFFAOYSA-N,-71.32641579999999,-0.006464183,3.637,5.1039,11.8011,0.0,-1.0647281000000002,-0.22153837,0.094581,0.11393676,434.01,373.9427,606.1245727999999,-4.4
WJNRPILHGGKWCK-UHFFFAOYSA-N,-46.49350235,-0.018844753,7.246,4.611000000000001,12.7959,0.0,-1.45059224,-0.39350664,0.28301063,0.52755645,277.097,229.7119,476.1960449,-4.43
WJRBRSLFGCUECM-UHFFFAOYSA-N,-22.45305179,-0.017179059,4.131,4.7726,13.9201,0.29878975,-1.18243944,-0.51976724,0.34389000000000003,0.5931582,104.31,100.0768,245.5355682,-0.4
WJTCGQSWYFHTAC-UHFFFAOYSA-N,-25.10445872,-0.0005990419999999999,0.062,12.8213,13.0782,0.0,-0.41640533,-0.05994842,0.0377718,0.0,161.931,112.2144,310.6614685,-4.15
WJUSVIUZCYELMK-UHFFFAOYSA-N,-59.84814047,-0.018213443,5.55,4.1729,12.7851,0.4127027,-1.49243399,-0.51477483,0.36243881,0.38998469,332.01199999999994,275.3468,528.7696533,-0.8240000000000001
WKEDVNSFRWHDNR-UHFFFAOYSA-N,-44.35209094,-0.01222322,5.656000000000001,4.4827,12.8371,0.16208907,-1.45784463,-0.52665006,0.36787101,0.43567329,245.07299999999998,213.2354,421.0566711,-3.59
WKLCYOHFTPREOW-UHFFFAOYSA-N,-43.31323888,-0.02530016,7.2829999999999995,3.5523,13.0861,0.76440716,-1.05955119,-0.66548831,1.18719318,0.04866683,241.648,249.3172,399.55896,-3.552
WLJVNTCWHIRURA-UHFFFAOYSA-N,-37.28320956,-0.024718393999999998,5.067,5.3442,13.9968,0.25149992,-1.30803826,-0.48968932,0.41559809,0.25149992,196.859,160.1694,378.1059265,-0.25192
WLJVXDMOQOGPHL-UHFFFAOYSA-N,-29.24657045,-0.013115557,2.6439999999999997,5.2631,13.3394,0.37594556,-1.14032222,-0.48601054,0.41726728,0.37594556,165.84900000000002,136.15,318.84399410000003,-0.88838
WMWJCKBJUQDYLM-UHFFFAOYSA-N,-45.90945537,-0.005400667,2.4530000000000003,4.7273,12.6173,0.24241069,-0.83469147,-0.25047404,0.12401511,0.33890672,252.22799999999998,253.0842,417.8428955,-7.180002
WPTCSQBWLUUYDV-UHFFFAOYSA-N,-50.30989565,-0.007147199,0.001,3.8886,12.267999999999999,0.0,-0.6244767,-0.2697134,0.0894314,0.04419202,299.945,256.3062,486.6873779,-5.4
WQOXQRCZOLPYPM-UHFFFAOYSA-N,-13.79226125,0.00022097,2.9560000000000004,4.9742,12.7992,0.0,-0.22706836,-0.15673869,0.08310774,-0.15673859,115.111,94.1894,250.3845673,-1.44
WQZGKKKJIJFFOK-UHFFFAOYSA-N,-43.23395526,-0.031325341,1.733,10.5599,13.3716,0.05158378,-1.78983319,-0.51343465,0.39894851,0.05158378,194.602,180.1572,332.2939758,0.74
WREGKURFCTUGRC-UHFFFAOYSA-N,-46.75719853,-0.032199305,9.416,4.6085,12.868,0.25783268,-1.63894273,-0.57591312,0.37465102,0.5112893000000001,239.503,211.22,411.591217,-0.433
WRKNTBMMMVTKKA-UHFFFAOYSA-N,-52.35814514,-0.025557637999999997,3.6689999999999996,4.1141,13.2323,0.48510524,-2.09231939,-0.53294962,0.36738163,0.74788929,282.992,237.2548,474.41790769999994,-1.09
WRMNZCZEMHIOCP-UHFFFAOYSA-N,-26.15612074,-0.008507084,1.87,5.7926,13.2665,0.0,-0.65021624,-0.52223567,0.36357915,0.0,161.238,122.1664,321.06323239999995,-0.74
WRNGAZFESPEMCN-UHFFFAOYSA-N,-58.07352202,-0.005759074,3.088,4.0680000000000005,13.0159,0.24407825,-0.80976715,-0.21213863,0.12565703,0.53979132,317.013,356.4195,472.3686829,-9.480172
WTDRDQBEARUVNC-LURJTMIESA-N,-43.94456247,-0.030861475,3.2560000000000002,5.087,12.4844,0.60884684,-2.41387985,-0.48029998,0.42426451,0.67746771,226.15900000000002,197.1902,385.0553589,-1.5290000000000001
WURBVZBTWMNKQT-UHFFFAOYSA-N,-59.37660763,-0.020620348,6.257000000000001,3.9619999999999997,13.1081,0.37619899,-1.47129684,-0.38090215,0.23620658,0.43521328,340.88699999999994,293.7523,511.4438782,-3.61
WVDDGKGOMKODPV-UHFFFAOYSA-N,-23.01416371,-0.009511007,1.929,5.7029,13.4191,0.0,-0.58166404,-0.52397789,0.36390544,0.0,139.681,108.1396,291.70315550000004,-0.4
WWGUMAYGTYQSGA-UHFFFAOYSA-N,-31.65513939,-0.0023080929999999998,1.712,4.9674,12.5558,0.0,-0.44610594,-0.11891732,0.05558557,0.0,203.793,156.2268,362.70727539999996,-4.72
WWJZWCUNLNYYAU-UHFFFAOYSA-N,-83.613373,-0.020835608999999998,6.122000000000001,4.4762,12.6293,0.15744603,-1.55508297,-0.52563564,0.50771162,-0.08123113,485.52,466.4579,735.6398926,-6.24
WXMYDHQMJVPNTD-UHFFFAOYSA-N,-78.70999494,-0.03431126,8.586,4.0407,12.4373,0.05415657,-2.22982122,-0.52654743,0.41188473,0.40274894,388.05699999999996,364.351,562.9440308,-4.376
WXTMDXOMEHJXQO-UHFFFAOYSA-N,-34.2657495,-0.022027117000000002,3.239,4.1339,13.4541,0.65823283,-1.99875531,-0.52024439,0.4181472,0.65823283,164.623,154.122,307.40039060000004,-0.10902
WXZMFSXDPGVJKK-UHFFFAOYSA-N,-32.94765821,-0.031451055,0.0,11.4085,13.2924,0.24123475,-1.45411982,-0.51186591,0.36982021,0.24123475,164.423,136.1474,304.3575439,-0.44
WXZVAROIGSFCFJ-UHFFFAOYSA-N,-57.90542184,-0.013795048999999998,7.202999999999999,4.9108,12.4916,0.09798179,-1.34381559,-0.51768391,0.25906548,0.35704727,339.894,271.3584,515.2086791999999,-3.57
WYEHFWKAOXOVJD-UHFFFAOYSA-N,-83.77373713,-0.017333566,5.306,3.8577,13.072000000000001,0.44389951,-1.72564181,-0.46729559,0.49710904,0.6364099,403.098,394.3001,620.1217041,-6.8970009999999995
WYKYKTKDBLFHCY-UHFFFAOYSA-N,-42.76680696,-0.02212539,7.864,3.7388,13.0206,0.24609294,-0.39116645,-0.55993257,0.25830086,-0.2599594,232.399,221.6457,404.20712280000004,-2.80245
WYMSBXTXOHUIGT-UHFFFAOYSA-N,-58.283534200000005,-0.019786643,8.52,2.6895,14.4639,0.01781827,-1.12228253,-0.54745576,0.70603669,0.02666576,302.617,275.1975,504.1974182,-2.059
WZJZMXBKUWKXTQ-UHFFFAOYSA-N,-64.37546353,-0.022305867000000004,4.12,5.1675,13.0983,0.96702119,-1.61681384,-0.53008483,0.41241743,0.31472993,338.55800000000005,300.3134,570.8458862000001,-4.63
WZWYJBNHTWCXIM-JLHYYAGUSA-N,-64.80662019,-0.033139293,7.814,3.3395,12.712,1.58784227,-1.31988038,-0.6521326999999999,1.15138445,0.07127134,337.781,337.3676,513.2810668999999,-3.7835099999999997
XADCESSVHJOZHK-UHFFFAOYSA-N,-53.63529522,-0.009564328,3.141,5.0909,12.0149,0.36490369,-1.28011588,-0.49639845,0.36490369,0.38208862,310.503,247.3364,477.76715089999993,-1.89
XBCXJKGHPABGSD-UHFFFAOYSA-N,-27.72558037,-0.016980982,6.877999999999999,4.3514,13.5771,0.28851075,-0.68895437,-0.51302641,0.33279228,0.11097348,139.161,126.1146,286.17288210000004,-0.8
XDLPWPNVUPKKSN-UHFFFAOYSA-N,-71.04719411,-0.034425835,14.799000000000001,3.9652,12.331,0.05365542,-1.79803413,-0.52694456,0.4106323,0.22503049,373.272,331.3459,557.8894653,-5.405
XEFQLINVKFYRCS-UHFFFAOYSA-N,-50.95917939,-0.012098001,3.142,4.9549,13.1329,0.28355406,-1.34402926,-0.42989017,0.39011834,0.47708147,292.483,289.5451,461.01336669999995,-4.46
XEKOWRVHYACXOJ-UHFFFAOYSA-N,-20.71057727,-0.006521611,3.237,5.3264,14.0733,0.36802308,-0.8246735000000001,-0.49829147,0.36802308,0.36802308,116.258,88.10600000000001,269.0452881,-0.04
XEROSHXMTSNDBW-UHFFFAOYSA-N,-48.37258753,-0.037394734,4.928999999999999,3.9825,13.2192,1.10572199,-1.6003698999999998,-0.66597182,1.19278886,0.23277564,255.327,267.3324,421.1669006,-1.57
XFOHWECQTFIEIX-UHFFFAOYSA-N,-43.26223513,-0.012110706,9.9,2.9355,13.3494,0.5489245,-0.68520039,-0.46467104,0.5489245,0.08627491,236.226,211.2196,402.39624019999997,-4.723
XGEGHDBEHXKFPX-UHFFFAOYSA-N,-17.22151104,-0.017579297,6.12,7.3129,13.0851,0.0,-0.81691891,-0.59692469,0.33464726,0.28813187,92.1932,74.0822,232.31369019999997,1.13
XIGAUIHYSDTJHW-UHFFFAOYSA-N,-58.44017225,-0.014712428999999999,7.072,4.5674,13.2107,0.05038826,-1.5660546999999998,-0.50100138,0.27060132,0.65951044,337.48900000000003,298.3588,542.1179199,-4.87
XITQUSLLOSKDTB-UHFFFAOYSA-N,-53.28996713,-0.014409156000000001,7.071000000000001,2.7464,13.2667,0.23723382,-0.98615155,-0.45619575,0.56006942,0.34697943,288.83099999999996,284.0982,462.31475830000005,-5.46
XIURVHNZVLADCM-IUODEOHRSA-N,-78.95757566,-0.028280742999999997,8.894,3.7548,12.8954,0.61514075,-2.2276877999999996,-0.48587893,0.4325992,0.4770537,418.295,396.4322,621.1513672,-2.938
XJCVRTZCHMZPBD-UHFFFAOYSA-N,-29.71430552,-0.016130485,9.972999999999999,2.9918,12.6058,0.55212094,-0.87528266,-0.45875062,0.55212094,0.19385381,152.94,138.1256,303.33880619999996,-2.19
XJGVXQDUIWGIRW-UHFFFAOYSA-N,-64.8743899,-0.009894665,2.417,4.4564,12.0286,0.10580337,-1.16850501,-0.33174754,0.16067555,0.214323,370.74699999999996,327.8127,546.0799561000001,-4.419
XJKSTNDFUHDPQJ-UHFFFAOYSA-N,-45.4429659,-0.003102135,0.0,4.947,12.7235,0.0,-0.45563869,-0.03874109,0.03590862,0.0,288.70599999999996,230.3086,476.96984860000003,-7.109997999999999
XKEFYDZQGKAQCN-UHFFFAOYSA-N,-27.99870494,-0.003853112,0.001,4.7491,13.767999999999999,0.0,-0.49005435,-0.16295409,0.11227749,0.22455156,175.988,181.4487,316.5698242,-4.53587
XKFPYPQQHFEXRZ-UHFFFAOYSA-N,-48.98895982,-0.01598051,3.036,4.8378,12.1696,-0.17818537,-1.02272191,-0.5335300999999999,0.25777043,0.02375627,272.42,231.2536,475.73867800000005,-2.46
XKJMBINCVNINCA-UHFFFAOYSA-N,-47.32473787,-0.014897502,7.446000000000001,5.0666,13.075999999999999,0.31688799,-0.88610293,-0.53366404,0.31730807,-0.04669508,259.89599999999996,249.0962,439.34762570000004,-3.5554300000000003
XLOMZPUITCYLMJ-UHFFFAOYSA-N,-51.90320638,-0.012242786,1.91,3.2538,12.7726,0.58761537,-1.55294415,-0.42591725,0.29499076,0.37814577,308.41200000000003,254.3464,474.44955439999995,-3.46
XMTQQYYKAHVGBJ-UHFFFAOYSA-N,-43.30573319,-0.015764011,8.375,5.127999999999999,12.7845,0.31839199,-0.81341412,-0.55821568,0.31839199,-0.07154998,246.21200000000002,233.0968,420.56042479999996,-3.8220099999999997
XNLICIUVMPYHGG-UHFFFAOYSA-N,-19.76161219,-0.005752976999999999,4.1930000000000005,5.0242,13.2918,0.0,-0.45992513,-0.44230791,0.24881921,0.0,126.45299999999999,86.1334,282.2399292,-0.19
XQUXKZZNEFRCAW-UHFFFAOYSA-N,-73.5990422,-0.016941471,3.5660000000000003,4.7793,13.1733,0.50830794,-1.80301322,-0.5114031,0.36066468,0.63680761,438.091,349.4286,642.5148926,-6.03
XQXPVVBIMDBYFF-UHFFFAOYSA-N,-33.32466051,-0.019476739,3.2689999999999997,5.2673,13.152999999999999,0.51844208,-1.64226014,-0.48587819,0.41696093,0.51844208,177.388,152.1494,333.04690550000004,-0.9442200000000001
XQZYPMVTSDWCCE-UHFFFAOYSA-N,-24.87116556,-0.017425522,8.546,3.5919,14.3805,0.0,-0.41009676,-0.27144785,0.12462842,0.12462842,158.60299999999998,128.13299999999998,305.0411987,-2.38
XRECTZIEBJDKEO-UHFFFAOYSA-N,-28.153925199999996,-0.025925904,10.466,4.0606,13.1511,0.3399605,-0.23057555,-0.53698869,0.3399605,-0.27415796,130.703,129.0935,270.69473270000003,-1.05193
XRHGWAGWAHHFLF-UHFFFAOYSA-N,-59.20230799,-0.015339778,6.6579999999999995,4.296,12.9036,-0.28689776,-0.77727086,-0.47389456,0.48876001,-0.12305305,345.918,313.7384,556.0953979,-3.66
XRTJYEIMLZALBD-UHFFFAOYSA-N,-45.0387566,-0.011962041000000001,5.129,4.4478,12.2283,0.0,-1.04436079,-0.29260402,0.22009349,0.19144304,277.719,240.3222,462.15377810000007,-3.68
XSKQKDTZQNFCCB-UHFFFAOYSA-N,-43.76576042,-0.016952338,6.954,2.9144,13.399000000000001,0.96704916,-1.3953208000000001,-0.49631059,0.54968794,0.50383168,197.63400000000001,197.14700000000002,355.0434875,-3.0639999999999996
XSQUKJJJFZCRTK-UHFFFAOYSA-N,-14.08506001,-0.021153424,6.167999999999999,7.2861,13.4005,0.0,-0.60838435,-0.60838435,0.34598288,0.00682139,70.2356,60.0554,199.6749725,0.96
XTRDKALNCIHHNI-UHFFFAOYSA-N,-39.88071924,-0.014145611,4.177,2.5356,13.8014,0.72557408,-0.93367436,-0.43440607,0.58003207,0.30036168,185.938,182.1354,341.94244380000004,-3.0
XUCIJNAGGSZNQT-UHFFFAOYSA-N,-103.8448236,-0.042834763,7.407,5.1564,13.4103,-0.10766075,-3.09873404,-0.51376268,0.38127662,0.02001358,509.038,457.4334,691.333374,-0.77
XUFQPHANEAPEMJ-UHFFFAOYSA-N,-62.98188417,-0.052584778,13.834000000000001,5.1164,12.2628,0.60232047,-1.98765012,-0.7026274,1.30480191,-0.00710724,353.955,337.4322,580.171875,-2.6468
XUYPXLNMDZIRQH-UHFFFAOYSA-N,-39.87528137,-0.020087301000000002,2.12,4.9722,12.2352,0.18329322,-1.58920161,-0.52438164,0.4337404,0.20460469,231.733,191.2446,399.303833,0.032
XWKFPIODWVPXLX-UHFFFAOYSA-N,-22.39175669,-0.004425189,2.278,5.2574,12.2396,0.0,-0.51395269,-0.27108847,0.09558816,0.09558816,145.299,107.1548,299.45178219999997,0.4
XYGUXAGVJDBSBP-UHFFFAOYSA-N,-51.64826181,-0.02863499,6.303999999999999,4.113,13.7584,0.69181613,-1.85523679,-0.5159214,0.35552874,0.4529531,269.904,236.2268,461.9148254,-1.4980000000000002
XZTUSOXSLKTKJQ-UHFFFAOYSA-N,-82.46875912,-0.022446689,9.82,4.3553,12.918,0.60930666,-2.6822545,-0.51391895,0.35577584,0.60930666,450.269,374.5192,576.3969727000001,-4.574
YAPQBXQYLJRXSA-UHFFFAOYSA-N,-38.88736745,-0.018376667,6.3229999999999995,4.4431,13.272,0.27960633,-1.04168037,-0.51660917,0.32904982,0.31111929,193.378,180.1658,349.1856995,-2.58679
YASYVMFAVPKPKE-UHFFFAOYSA-N,-34.58444169,-0.017559847,3.88,5.109,13.1568,0.28085607,-1.1653358,-0.494463,0.46872194,0.12977084,198.41400000000002,183.1617,369.03607180000006,0.54
YBPAYPRLUDCSEY-UHFFFAOYSA-N,-32.66756505,-0.014575541000000001,7.289,5.7569,13.0164,0.13430922,-1.60079533,-0.53186451,0.3780651,0.42893702,181.35,151.1646,340.4301147,-2.3860099999999997
YCLSOMLVSHPPFV-UHFFFAOYSA-N,-40.652390999999994,-0.023240563,1.3019999999999998,4.8912,12.9115,-0.22562704,-0.75872518,-0.4864121,0.42257957,-0.35617748,230.891,210.2626,410.6345215,-0.19
YCMLQMDWSXFTIF-UHFFFAOYSA-N,-33.76525469,-0.024137297000000002,6.715,4.9662,13.5911,0.48314951,-0.80942876,-0.67811408,1.16126359,-0.18557701,184.11900000000003,171.2136,338.4365234,-2.02
YCSBALJAGZKWFF-UHFFFAOYSA-N,-38.3433255,-0.007928175,4.525,4.4772,11.7953,0.0,-0.60190383,-0.29621108,0.20779297,0.0,233.77200000000002,193.2476,399.208313,-5.17
YEAICDDXRUOCKJ-UHFFFAOYSA-N,-49.44248207,-0.032688714,10.856,4.1164,12.4268,0.50714497,-1.29964698,-0.65796461,1.16510958,0.13704174,263.198,250.2746,438.16757199999995,-3.7
YFBPRJGDJKVWAH-UHFFFAOYSA-N,-45.35878976,-0.012945705,4.315,5.0827,12.2252,0.5435434,-1.0638003,-0.54278518,0.40589145,0.00075822,272.107,225.305,457.83193969999996,-3.9210000000000003
YFGYUFNIOHWBOB-UHFFFAOYSA-N,-52.42763573,-0.020461477,3.75,5.0039,11.8798,0.40015491,-1.32488283,-0.54522159,0.40015491,0.05403652,292.482,238.2888,492.7565308,-1.95
YGLMVCVJLXREAK-UHFFFAOYSA-N,-48.7697899,-0.012961721,6.202000000000001,7.3906,12.5958,0.0,-1.32392234,-0.59893226,0.31627481,0.25018154,288.20099999999996,222.3296,460.130188,-3.01
YGYNBBAUIYTWBF-UHFFFAOYSA-N,-31.65716095,-0.0021465160000000002,0.002,4.9594,12.5266,0.0,-0.44800955,-0.12058171,0.05408786,0.0,204.738,156.2268,372.11218260000004,-4.89
YIKYNHJUKRTCJL-UHFFFAOYSA-N,-31.16531045,-0.01320233,5.272,4.4909,13.1209,-0.0261885,-0.78259751,-0.54274212,0.37876641,-0.0261885,161.40200000000002,140.1384,317.07739260000005,-0.8937799999999999
YJDYCULVYZDESB-UHFFFAOYSA-N,-59.72278724,-0.006089508,4.268,4.9487,12.8944,0.0,-1.07110015,-0.43925299,0.24557498,0.0,353.225,274.4454,485.67507930000005,-6.7
YKGCCFHSXQHWIG-UHFFFAOYSA-N,-45.40788628,-0.006546977,6.415,4.6056,12.1532,0.0,-1.10823584,-0.41999919,0.25238127,0.09166942,272.173,225.3482,389.55575560000005,-3.716
YKJYKKNCCRKFSL-UHFFFAOYSA-N,-58.62257245,-0.013853036,4.155,5.3612,12.3652,0.62553318,-1.89898885,-0.49873719,0.37271842,0.58124862,321.63,265.3084,509.7983398,-1.61
YKYONYBAUNKHLG-UHFFFAOYSA-N,-23.84988302,-0.007353154000000001,3.222,5.3253,14.0715,0.36878271,-0.88243473,-0.49590804,0.36878271,0.36878271,137.506,102.1328,301.2148438,-0.72
YLQBMQCUIZJEEH-UHFFFAOYSA-N,-14.60274946,-0.000373312,0.522,6.1711,13.2224,0.0,-0.27646795,-0.20039652,0.06102104,0.0,85.6062,68.075,214.05572510000002,-0.82
YMWUJEATGCHHMB-UHFFFAOYSA-N,-12.24893218,-0.004248479,1.95,6.2402,14.0503,0.0,-0.18423391,-0.18423391,0.14386713,0.08073352,82.5698,84.9328,201.4446259,-0.63
YNARWAUTTJJADX-UHFFFAOYSA-N,-51.88641221,-0.009695675,5.524,3.7894,12.1104,0.0,-1.29024119,-0.48932358,0.1509468,0.39609376,308.411,270.3514,471.55749510000004,-4.63
YNAVUWVOSKDBBP-UHFFFAOYSA-N,-20.03620732,-0.0046395920000000005,1.6269999999999998,11.7099,12.0925,0.0,-0.5782754,-0.36236867,0.16103304,-0.00365516,114.16,87.1212,252.33430479999998,1.06
YNBADRVTZLEFNH-UHFFFAOYSA-N,-29.52136674,-0.010077147,0.664,3.81,12.7363,0.35717731,-0.96895005,-0.48258741,0.35717731,0.42030188,160.43200000000002,137.1378,315.7475586,-0.46
YNDXUCZADRHECN-JNQJZLCISA-N,-95.95005452,-0.024577788,6.86,3.9612,12.9499,-0.08993055,-2.3383696,-0.50416972,0.38430252,-0.08993055,490.259,434.5037,593.7130737000001,-4.32
YNPNZTXNASCQKK-UHFFFAOYSA-N,-34.92034806,-0.002242131,0.024,4.7289,12.7161,0.0,-0.32148259999999995,-0.041291900000000006,0.03687407,0.0,218.077,178.233,371.7520752,-5.258842
YNVOMSDITJMNET-UHFFFAOYSA-N,-24.0768919,-0.011137438999999999,2.512,4.1523,13.616,0.36388563,-0.94612275,-0.50458764,0.41526899,0.34428389,138.201,128.1454,272.9131775,-1.47
YOJAHJGBFDPSDI-UHFFFAOYSA-N,-39.70210648,-0.01335108,6.4,2.5294,14.3684,0.46873265,-0.7003077,-0.46864041,0.5767302,0.03784787,196.368,181.1476,362.29373169999997,-3.035
YOYAIZYFCNQIRF-UHFFFAOYSA-N,-28.46771441,-0.012443911,6.51,3.8808,13.8608,0.0,-0.55001166,-0.26893167,0.14072722,0.25649522,177.815,172.0134,315.52014160000004,-4.24
YREQHYQNNWYQCJ-UHFFFAOYSA-N,-79.60449973,-0.007837814,2.7239999999999998,5.4867,12.6949,0.27826452,-1.47534228,-0.33977729,0.14156891,0.27826452,478.70300000000003,376.4944,722.4853516,-8.59998
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,-39.0924583,-0.006482494,4.07,3.7689,12.8948,0.0,-0.54718035,-0.48927465,0.22019624,0.04898195,235.678,212.2656,387.5991516,-5.54
YRHYCMZPEVDGFQ-UHFFFAOYSA-N,-42.67617266,-0.007457939,2.7880000000000003,5.3518,13.5953,0.36292499,-1.27892347,-0.47857451,0.36292499,0.36292499,267.843,186.2936,490.0866089,-4.63
YTBRNEUEFCNVHC-UHFFFAOYSA-N,-38.75883064,-0.0061979,0.0,4.8124,13.0231,0.0,-0.59008523,-0.22804048,0.10004085,0.10004085,244.83599999999998,223.1012,408.0617371,-6.56
YUWFEBAXEOLKSG-UHFFFAOYSA-N,-34.66394765,-0.0031912159999999998,0.003,6.497999999999999,12.4212,0.0,-0.67103627,-0.1151866,0.04592354,0.0,227.04,162.2742,383.672699,-5.23
YVWZWRFAFZRJGU-UHFFFAOYSA-N,-57.64728961,-0.025472361000000002,6.061,4.0967,13.3714,0.52574215,-1.90494547,-0.52432209,0.36105804,0.50285623,312.02299999999997,263.2926,498.6098328,-1.349
YWBVHLJPRPCRSD-UHFFFAOYSA-N,-68.80663706,-0.017820868,10.409,4.7506,12.6315,0.21014804,-1.38149569,-0.55313424,0.49550329,0.48272845,368.473,329.3209,562.6322021000001,-4.44
YZMCKZRAOLZXAZ-UHFFFAOYSA-N,-55.75587164,-0.035040092,9.873,4.9012,12.3322,0.50179407,-1.46365907,-0.66784572,1.16963979,-0.0329025,307.673,278.3282,501.8950806,-2.27725
YZVWKHVRBDQPMQ-UHFFFAOYSA-N,-42.64480847,-0.008181582,5.034,4.8969,11.8679,0.0,-0.59058752,-0.27853012,0.21442197,0.0,254.525,217.2696,404.5418396,-0.6127199999999999
ZAFYATHCZYHLPB-UHFFFAOYSA-N,-63.99533772,-0.018214066,8.082,4.968,12.382,0.0,-1.54768551,-0.54719307,0.26519913,0.35037553,381.334,307.3944,575.1503296,-1.297
ZCINFQNVNLHJOV-UHFFFAOYSA-N,-48.28638501,-0.017943296,6.709,2.4461,13.4691,0.95770051,-1.04763824,-0.48641159,0.5565513000000001,0.00379773,254.065,214.2206,430.449646,-4.331
ZDPHROOEEOARMN-UHFFFAOYSA-N,-42.68442497,-0.013292511000000002,2.571,5.3368,13.5224,0.37055514,-1.5108808,-0.48905446,0.41570302,0.37055514,267.028,186.2936,485.32046510000004,-3.55
ZDXPYRJPNDTMRX-VKHMYHEASA-N,-33.7654562,-0.028002343,5.3020000000000005,5.0781,12.7155,0.64570835,-1.4350094999999998,-0.53814242,0.42143746,0.18444368,172.485,146.1456,317.37652589999993,-0.55
ZEKZLJVOYLTDKK-UHFFFAOYSA-N,-76.31668856,-0.030163338999999997,10.74,3.7817,12.1608,0.06946915,-1.87620123,-0.51847989,0.41475943,0.16140759,384.25199999999995,351.3522,560.2598267000001,-2.3328
ZGEGCLOFRBLKSE-UHFFFAOYSA-N,-21.94355967,-0.001087349,0.521,6.4833,13.2808,0.0,-0.38070484,-0.11137154,0.04475847,0.0,159.921,98.1876,333.22052,-3.73
ZGRYQDHDZGJMNF-UHFFFAOYSA-N,-52.4455159,-0.046995638,11.19,3.9587,13.9335,1.04888564,-1.70270375,-0.66755613,1.19715304,0.17698106,266.556,283.3318,426.7894592,-1.589
ZIEWAMOXCOLNSJ-UHFFFAOYSA-N,-57.41065034,-0.013094473999999998,4.102,2.1345,13.944,0.77627025,-1.28012086,-0.40775796,0.29800639,0.51866943,307.789,318.5433,466.13656619999995,-5.03
ZISSAWUMDACLOM-UHFFFAOYSA-N,-22.97776983,-0.000680488,0.063,13.9751,13.6214,0.0,-0.44731835,-0.11370663,0.03754666,0.0,161.917,100.2034,301.1340332,-4.36
ZJJXGWJIGJFDTL-UHFFFAOYSA-N,-92.57438761,-0.045260034000000005,14.942,3.9278,12.350999999999999,1.14959693,-2.06919937,-0.65791956,1.20395593,-0.15681286,505.088,445.5354,771.5485229,-5.4881
ZJYJZEAJZXVAMF-UHFFFAOYSA-N,-35.83683386,-0.010468601,8.971,2.8723,13.3798,0.55587679,-0.55639478,-0.45561618,0.55587679,0.10026061,193.09099999999998,173.1708,348.5960083,-3.824
ZLAQATDNGLKIEV-UHFFFAOYSA-N,-26.8863172,-0.015128953,2.946,4.1765,12.8542,0.24713348,-1.15738747,-0.40938495,0.41022608,0.52389,158.648,142.1752,304.75936889999997,-2.45
